country,party,party_id,position,eu_salience,eu_dissent,eu_asylum,eu_budgets,lrgen,lrecon,lrecon_clear,lrecon_salience,galtan,galtan_clear,galtan_salience,immigrate_policy,immigra_salience,immigrate_dissent,multiculturalism,multicult_salience,multicult_dissent,ethnic_minorities,galtan_new,galtan_new_clear,galtan_new_salience,people_vs_elite,antielite_salience,corrupt_salience,members_vs_leadership
fr,FN,610,strongly opposed,6,5,Strogly opposes,Strogly opposes,9,center,3,3,9,8,8,fully supports restrictive immigration policy,great importance,party was completely united,strongly favours assimilation,9,party was completely united,strongly opposes more rights for ethnic minorities,10,10,10,The people make decisions,extremely important,9,9
fr,FN,610,strongly opposed,great importance,party was completely united,Strogly opposes,Strogly opposes,9,extreme right,8,4,8,7,7,fully supports restrictive immigration policy,great importance,party was completely united,strongly favours assimilation,great importance,party was completely united,strongly opposes more rights for ethnic minorities,9,8,10,The people make decisions,extremely important,extremely important,Leadership controls party choices
fr,FN,610,strongly opposed,great importance,1,Strogly opposes,Strogly opposes,extreme right,center,2,5,8,5,7,fully supports restrictive immigration policy,great importance,party was completely united,strongly favours assimilation,great importance,1,strongly opposes more rights for ethnic minorities,10,5,8,5,extremely important,8,Leadership controls party choices
fr,FN,610,strongly opposed,great importance,2,Strogly opposes,Strogly opposes,extreme right,8,4,4,9,9,8,fully supports restrictive immigration policy,great importance,party was completely united,strongly favours assimilation,great importance,party was completely united,strongly opposes more rights for ethnic minorities,10,10,10,The people make decisions,extremely important,8,9
fr,FN,610,strongly opposed,no importance,party was extremely divided,Strogly opposes,Strogly opposes,9,2,Not clear,5,traditional/authoritarian,Completely Clear,great importance,fully supports restrictive immigration policy,great importance,party was extremely divided,strongly favours assimilation,great importance,party was completely united,strongly opposes more rights for ethnic minorities,10,10,10,The people make decisions,extremely important,extremely important,9
fr,FN,610,opposed,8,6,Strogly opposes,Strogly opposes,extreme right,7,4,6,7,8,4,9,9,2,9,,2,9,,,,6,9,8,7
fr,FN,610,strongly opposed,great importance,party was completely united,2,Strogly opposes,extreme right,3,2,8,6,9,6,9,9,party was completely united,,great importance,party was completely united,,9,10,10,The people make decisions,extremely important,extremely important,Leadership controls party choices
fr,FN,610,strongly opposed,8,party was completely united,Strogly opposes,Strogly opposes,extreme right,3,3,6,8,8,5,fully supports restrictive immigration policy,great importance,party was completely united,strongly favours assimilation,great importance,party was completely united,strongly opposes more rights for ethnic minorities,9,10,7,9,extremely important,9,Leadership controls party choices
fr,MODEM,613,strongly in favor,8,1,6,5,center,center,6,6,3,4,4,6,4,3,5,,4,6,,,,2,3,6,7
fr,MODEM,613,strongly in favor,great importance,party was completely united,Strongly favors,Strongly favors,center,4,Completely Clear,great importance,1,6,5,7,5,,7,6,5,6,,4,5,3,not important at all,8,Leadership controls party choices
fr,MODEM,613,strongly in favor,7,party was completely united,5,6,center,7,6,6,3,8,6,5,5,3,7,6,4,5,4,7,7,7,6,6,7
fr,MODEM,613,strongly in favor,8,1,6,6,6,7,7,6,6,6,6,7,6,4,6,8,6,6,6,8,6,3,4,6,8
fr,MODEM,613,strongly in favor,6,1,5,5,6,7,7,6,7,4,3,7,3,,7,3,2,7,7,6,2,2,2,3,
fr,MODEM,613,strongly in favor,9,party was completely united,Strongly favors,Strongly favors,6,8,Completely Clear,9,6,Completely Clear,2,3,4,party was completely united,7,5,party was completely united,strongly opposes more rights for ethnic minorities,6,9,4,2,2,2,Leadership controls party choices
fr,MODEM,613,strongly in favor,8,party was completely united,Strongly favors,Strongly favors,center,7,7,8,4,9,5,,,3,,6,1,4,3,9,7,2,5,8,9
fr,MODEM,613,strongly in favor,,party was completely united,Strongly favors,,,,Completely Clear,7,6,Completely Clear,no importance,9,5,,,,,,,,,Elected officials make decisions,not important at all,extremely important,
fr,MODEM,613,in favor,8,,Strogly opposes,Strongly favors,center,center,6,8,4,8,9,5,8,2,2,8,2,2,5,8,7,1,6,3,9
fr,MODEM,613,strongly in favor,9,party was completely united,Strongly favors,6,6,9,Completely Clear,7,center,Completely Clear,8,8,1,party was completely united,9,2,party was completely united,6,4,10,6,5,1,not important at all,9
fr,MODEM,613,strongly in favor,8,party was completely united,Strongly favors,Strongly favors,6,7,7,5,7,6,5,8,3,6,5,5,5,7,5,7,8,3,5,8,8
fr,MODEM,613,strongly in favor,7,1,6,6,center,7,,8,6,,4,6,,,5,,,8,6,,5,2,1,6,7
fr,MODEM,613,strongly in favor,great importance,party was completely united,Strongly favors,Strongly favors,center,center,7,6,center,8,3,3,4,1,,6,party was completely united,,3,8,7,5,9,9,9
fr,MODEM,613,strongly in favor,9,1,6,6,7,8,8,7,2,7,6,4,5,5,,5,2,4,3,8,7,2,1,5,8
fr,MODEM,613,strongly in favor,great importance,party was completely united,Strongly favors,Strongly favors,center,center,5,7,1,Completely Clear,great importance,4,5,party was completely united,4,4,party was completely united,4,2,10,10,,3,5,7
fr,MODEM,613,strongly in favor,9,party was completely united,Strongly favors,5,6,center,Completely Clear,8,1,9,9,7,5,9,5,5,5,4,6,5,4,5,5,extremely important,7
fr,MODEM,613,strongly in favor,8,2,6,6,6,7,8,7,center,9,5,6,7,2,6,7,2,8,,7,6,2,2,3,8
fr,MODEM,613,strongly in favor,6,,,,center,7,,great importance,6,6,,,,,,,,,6,,,,,,
fr,MODEM,613,strongly in favor,9,2,6,6,6,7,6,7,center,5,5,6,2,2,5,2,2,6,4,7,5,5,2,4,7
fr,MODEM,613,strongly in favor,7,1,4,5,center,6,6,6,center,4,4,6,3,2,5,4,2,4,6,6,5,4,1,7,7
fr,NC,621,,5,,,,,,,great importance,,,,,,,,,,,,,,,,,
fr,NC,621,,great importance,,,,,,,4,,,,,,,,,,,,,,,,,
fr,NC,621,strongly in favor,great importance,party was completely united,Strongly favors,Strongly favors,center,center,5,8,1,Completely Clear,great importance,4,5,party was completely united,4,,party was completely united,4,2,10,7,2,2,5,5
fr,NC,621,somewhat in favor,5,2,6,4,6,7,6,6,4,6,4,8,7,4,6,7,4,6,5,8,6,3,4,4,8
fr,NC,621,strongly in favor,7,1,6,6,6,7,,8,6,,4,6,,,5,,,8,7,,5,2,1,2,
fr,NC,621,somewhat in favor,,,,,7,9,8,8,,,,,,,,,,,,,,,,,
fr,NC,621,strongly in favor,8,1,Strongly favors,Strongly favors,6,8,8,7,center,,5,,,3,9,,1,4,3,9,7,Elected officials make decisions,1,,
fr,NC,621,in favor,8,1,4,Strongly favors,center,7,8,8,3,8,9,7,9,3,2,8,2,2,5,8,7,1,6,7,9
fr,NC,621,in favor,7,2,6,6,8,7,8,6,6,8,3,6,6,4,7,7,3,7,6,8,6,2,2,2,9
fr,NC,621,strongly opposed,9,party was completely united,Strongly favors,,,,Completely Clear,7,6,5,no importance,,,,,,,,,,10,,,,
fr,NC,621,strongly in favor,8,party was completely united,Strongly favors,Strongly favors,7,8,9,5,7,7,5,8,3,5,5,5,5,8,8,7,8,2,5,5,8
fr,NC,621,neutral,3,,,,6,7,,great importance,7,,,7,2,,7,,,,,,,,,,
fr,NC,621,in favor,6,1,3,,center,,,great importance,,,,,,,,,,,,,,,,,
fr,NC,621,somewhat in favor,6,3,,4,7,8,6,great importance,8,5,3,7,2,3,7,5,,7,7,3,2,2,2,2,Leadership controls party choices
fr,NC,621,in favor,5,party was completely united,5,6,6,9,Completely Clear,7,center,Completely Clear,8,8,2,party was completely united,9,2,party was completely united,5,5,10,6,9,not important at all,not important at all,Leadership controls party choices
fr,NC,621,in favor,,,,,6,6,7,great importance,,9,,,4,2,5,,2,7,,,,2,2,6,7
fr,NC,621,somewhat in favor,,party was completely united,6,6,8,8,5,8,7,6,7,7,8,2,,6,5,8,,4,6,3,not important at all,8,Leadership controls party choices
fr,NC,621,strongly in favor,8,party was completely united,4,Strongly favors,center,center,8,6,center,6,3,5,7,1,,3,1,,5,7,5,6,7,extremely important,8
fr,NC,621,strongly in favor,7,party was completely united,Strongly favors,Strongly favors,7,8,Completely Clear,8,7,Completely Clear,2,5,2,1,8,6,party was completely united,strongly opposes more rights for ethnic minorities,7,9,4,2,2,2,Leadership controls party choices
fr,NC,621,in favor,6,1,,5,6,8,5,6,center,6,5,4,4,3,5,5,4,4,4,6,6,,6,1,5
fr,LREM,626,strongly in favor,7,2,6,6,center,6,6,8,1,9,6,4,5,3,,5,3,3,3,7,7,2,1,5,9
fr,LREM,626,strongly in favor,7,party was completely united,5,Strongly favors,6,7,7,7,3,7,5,4,6,4,6,5,4,5,4,5,3,5,2,3,9
fr,LREM,626,strongly in favor,8,1,Strongly favors,Strongly favors,6,7,4,9,3,6,7,5,3,1,2,3,1,8,3,9,7,2,7,8,Leadership controls party choices
fr,LREM,626,strongly in favor,9,party was completely united,6,Strongly favors,center,center,6,8,2,9,great importance,8,8,2,2,9,4,2,1,8,7,4,8,7,8
fr,LREM,626,strongly in favor,7,1,6,6,center,7,5,9,center,6,7,5,,,4,5,5,8,5,6,6,2,5,5,9
fr,LREM,626,strongly in favor,8,1,6,4,center,6,7,7,2,7,4,6,4,3,4,,5,7,,,,2,3,6,7
fr,LREM,626,strongly in favor,9,party was completely united,5,Strongly favors,center,8,8,7,3,6,6,4,4,4,5,5,5,5,4,5,3,6,8,8,8
fr,LREM,626,strongly in favor,great importance,1,6,6,6,7,4,7,2,6,8,7,7,7,4,8,6,4,3,6,7,6,4,7,7
fr,LREM,626,strongly in favor,great importance,1,Strongly favors,6,center,6,6,7,3,2,5,8,2,7,5,3,7,4,4,2,3,5,7,5,Leadership controls party choices
fr,LREM,626,strongly in favor,great importance,party was completely united,Strongly favors,5,center,center,Completely Clear,great importance,libertarian/postmaterialist,Completely Clear,great importance,7,8,5,2,7,5,5,5,5,4,8,1,extremely important,5
fr,LREM,626,strongly in favor,9,party was completely united,Strongly favors,Strongly favors,center,7,9,great importance,1,Completely Clear,8,6,6,party was completely united,6,6,1,4,3,10,8,2,7,8,Leadership controls party choices
fr,LREM,626,strongly in favor,great importance,party was completely united,Strongly favors,Strongly favors,6,9,8,8,2,9,7,7,3,7,1,5,5,5,2,8,8,5,not important at all,8,Leadership controls party choices
fr,LREM,626,strongly in favor,9,1,5,5,6,7,7,7,2,7,7,6,3,5,3,2,4,4,4,3,6,3,5,1,5
fr,LREM,626,strongly in favor,great importance,party was completely united,Strongly favors,Strongly favors,center,6,5,9,1,8,9,5,5,5,4,4,4,4,2,3,7,1,6,5,8
fr,LREM,626,strongly in favor,9,2,6,6,6,7,7,8,4,6,5,6,7,3,6,7,2,7,7,3,6,2,1,5,8
fr,LREM,626,strongly in favor,6,party was completely united,5,Strongly favors,,extreme right,Completely Clear,8,3,6,7,8,5,,,,,,,,,Elected officials make decisions,extremely important,not important at all,Leadership controls party choices
fr,LREM,626,strongly in favor,great importance,party was completely united,Strongly favors,Strongly favors,center,4,Completely Clear,great importance,1,6,5,7,5,2,7,6,5,6,6,4,5,3,not important at all,8,Leadership controls party choices
fr,LREM,626,strongly in favor,great importance,party was completely united,Strongly favors,Strongly favors,center,6,9,8,1,9,6,2,7,party was completely united,,great importance,party was completely united,,1,9,8,1,7,9,Leadership controls party choices
fr,LREM,626,strongly in favor,great importance,party was completely united,Strongly favors,Strongly favors,7,extreme right,Completely Clear,great importance,center,9,great importance,8,3,party was completely united,strongly favours assimilation,5,party was completely united,5,4,0,6,Elected officials make decisions,extremely important,7,Leadership controls party choices
fr,LREM,626,strongly in favor,7,1,6,5,6,7,7,7,center,3,2,8,3,6,5,3,6,7,5,3,5,3,2,4,Leadership controls party choices
fr,Insoumis,627,somewhat opposed,7,1,,2,2,2,8,7,4,6,2,2,4,2,1,,3,6,,,,6,9,8,7
fr,Insoumis,627,opposed,great importance,7,,Strogly opposes,1,extreme left,7,5,2,5,5,5,6,8,,6,7,2,2,4,7,The people make decisions,extremely important,9,9
fr,Insoumis,627,opposed,6,3,,2,2,2,7,7,4,4,6,4,5,3,3,3,2,5,3,7,6,6,7,7,Leadership controls party choices
fr,Insoumis,627,opposed,7,party was completely united,Strogly opposes,Strogly opposes,1,1,Completely Clear,8,1,9,9,fully opposed to restrictive immigration policy,9,1,1,9,1,1,0,10,10,The people make decisions,extremely important,9,8
fr,Insoumis,627,opposed,9,3,,2,1,extreme left,9,8,2,4,5,2,3,3,3,6,1,strongly supports more rights for ethnic minorities,3,9,8,9,extremely important,extremely important,Leadership controls party choices
fr,Insoumis,627,strongly opposed,6,3,2,Strogly opposes,extreme left,extreme left,2,8,2,2,5,1,4,party was completely united,2,3,1,2,3,9,7,9,extremely important,5,9
fr,Insoumis,627,in favor,great importance,6,Strogly opposes,Strogly opposes,extreme left,extreme left,8,4,libertarian/postmaterialist,Completely Clear,great importance,fully opposed to restrictive immigration policy,5,2,2,4,party was completely united,3,1,9,9,The people make decisions,extremely important,extremely important,9
fr,Insoumis,627,strongly opposed,great importance,party was completely united,Strogly opposes,Strogly opposes,extreme left,extreme left,Completely Clear,great importance,libertarian/postmaterialist,Completely Clear,7,1,8,party was completely united,5,7,1,2,2,8,8,8,extremely important,9,Leadership controls party choices
fr,Insoumis,627,opposed,5,party was completely united,2,Strogly opposes,1,1,9,6,4,2,3,7,3,2,2,3,3,3,5,3,4,9,9,5,8
fr,Insoumis,627,strongly opposed,no importance,party was extremely divided,Strogly opposes,Strogly opposes,extreme left,extreme left,Completely Clear,7,libertarian/postmaterialist,Completely Clear,great importance,fully opposed to restrictive immigration policy,no importance,party was completely united,strongly favours multiculturalism,1,party was completely united,strongly supports more rights for ethnic minorities,1,10,2,The people make decisions,extremely important,extremely important,9
fr,Insoumis,627,opposed,5,3,4,5,extreme left,1,7,7,7,8,7,6,5,4,5,5,3,4,3,8,9,The people make decisions,extremely important,2,9
fr,Insoumis,627,opposed,8,1,4,Strogly opposes,1,extreme left,9,5,2,8,5,fully opposed to restrictive immigration policy,6,party was completely united,3,5,2,2,1,10,8,9,9,7,8
fr,Insoumis,627,somewhat opposed,9,party was completely united,Strongly favors,,,extreme left,Completely Clear,7,1,Completely Clear,6,2,5,party was completely united,,great importance,party was completely united,,,,,The people make decisions,extremely important,extremely important,Leadership controls party choices
fr,Insoumis,627,opposed,9,party was completely united,3,2,1,extreme left,Completely Clear,9,libertarian/postmaterialist,Completely Clear,8,2,3,party was completely united,5,1,party was completely united,5,1,10,9,5,extremely important,2,8
fr,Insoumis,627,strongly opposed,7,party was completely united,4,Strogly opposes,1,1,9,9,center,7,3,1,4,party was completely united,,6,1,,7,7,,4,extremely important,extremely important,Leadership controls party choices
fr,Insoumis,627,somewhat opposed,7,1,Strongly favors,Strogly opposes,1,extreme left,Completely Clear,9,3,Completely Clear,5,4,3,1,4,4,1,9,3,8,5,8,9,6,5
fr,Insoumis,627,opposed,7,5,6,2,2,1,8,7,3,9,7,3,8,2,7,9,2,4,4,6,9,9,extremely important,9,4
fr,Insoumis,627,opposed,7,5,Strongly favors,Strogly opposes,1,extreme left,8,9,libertarian/postmaterialist,9,8,fully opposed to restrictive immigration policy,8,1,3,9,1,2,1,10,9,The people make decisions,9,9,7
fr,Insoumis,627,somewhat opposed,7,2,5,Strogly opposes,2,2,8,9,2,8,6,3,3,2,3,3,3,6,2,8,4,The people make decisions,9,6,8
fr,Insoumis,627,somewhat opposed,7,3,5,2,2,1,8,7,4,7,,4,6,2,2,7,4,1,5,6,7,7,8,7,5
fr,DLF,628,opposed,5,1,Strogly opposes,Strogly opposes,8,8,,5,9,8,8,9,9,party was completely united,9,8,party was completely united,strongly opposes more rights for ethnic minorities,9,9,9,,8,,
fr,DLF,628,opposed,9,party was completely united,2,Strogly opposes,8,8,2,3,8,7,6,8,9,party was completely united,,3,party was completely united,,9,9,9,1,extremely important,extremely important,9
fr,DLF,628,strongly opposed,7,3,2,Strogly opposes,8,8,6,3,8,5,6,9,9,1,9,8,2,9,8,9,8,6,6,2,Leadership controls party choices
fr,DLF,628,strongly opposed,9,1,Strogly opposes,Strogly opposes,extreme right,8,8,4,8,8,4,9,9,1,9,9,1,strongly opposes more rights for ethnic minorities,10,9,8,7,9,7,9
fr,DLF,628,strongly opposed,great importance,party was completely united,Strogly opposes,Strogly opposes,9,9,9,4,8,Completely Clear,great importance,fully supports restrictive immigration policy,great importance,party was completely united,strongly favours assimilation,great importance,party was completely united,strongly opposes more rights for ethnic minorities,10,10,10,The people make decisions,extremely important,extremely important,Leadership controls party choices
fr,DLF,628,opposed,9,party was completely united,Strogly opposes,Strogly opposes,9,8,5,5,7,3,7,9,9,1,9,,2,9,,,,2,9,9,9
fr,DLF,628,strongly opposed,7,2,2,Strogly opposes,extreme right,1,6,3,traditional/authoritarian,8,8,fully supports restrictive immigration policy,9,party was completely united,strongly favours assimilation,9,party was completely united,strongly opposes more rights for ethnic minorities,10,10,9,2,extremely important,2,Leadership controls party choices
fr,DLF,628,strongly opposed,great importance,party was completely united,Strogly opposes,Strogly opposes,9,4,Completely Clear,8,8,9,4,fully supports restrictive immigration policy,9,party was completely united,strongly favours assimilation,great importance,party was completely united,strongly opposes more rights for ethnic minorities,9,10,9,7,9,8,8
fr,DLF,628,strongly opposed,great importance,party was completely united,Strogly opposes,Strogly opposes,9,8,5,5,8,8,5,8,7,2,8,7,3,strongly opposes more rights for ethnic minorities,9,7,8,2,,5,8
fr,DLF,628,strongly opposed,7,party was completely united,Strogly opposes,Strogly opposes,9,,2,6,8,7,2,fully supports restrictive immigration policy,great importance,,,,,,,,,,,,Leadership controls party choices
fr,DLF,628,strongly opposed,9,party was completely united,Strogly opposes,,,3,Completely Clear,8,6,5,no importance,fully supports restrictive immigration policy,great importance,party was completely united,,6,,,,,,6,extremely important,extremely important,
fr,DLF,628,strongly opposed,great importance,party was completely united,Strogly opposes,Strogly opposes,9,9,1,5,9,9,9,fully supports restrictive immigration policy,great importance,party was completely united,strongly favours assimilation,great importance,party was completely united,strongly opposes more rights for ethnic minorities,10,10,8,8,extremely important,6,Leadership controls party choices
fr,DLF,628,strongly opposed,no importance,party was extremely divided,Strogly opposes,Strogly opposes,extreme right,9,9,7,traditional/authoritarian,Completely Clear,great importance,fully supports restrictive immigration policy,great importance,party was extremely divided,strongly favours assimilation,great importance,party was completely united,strongly opposes more rights for ethnic minorities,10,10,10,The people make decisions,extremely important,extremely important,9
fr,DLF,628,strongly opposed,7,2,2,2,9,6,7,5,9,9,6,fully supports restrictive immigration policy,great importance,1,strongly favours assimilation,great importance,1,strongly opposes more rights for ethnic minorities,10,10,10,5,extremely important,2,9
fr,DLF,628,strongly opposed,6,party was completely united,Strogly opposes,Strogly opposes,9,9,3,5,9,9,great importance,9,9,party was completely united,strongly favours assimilation,9,1,strongly opposes more rights for ethnic minorities,10,10,10,The people make decisions,extremely important,9,Leadership controls party choices
fr,DLF,628,strongly opposed,7,party was completely united,2,Strogly opposes,9,4,2,2,9,9,4,fully supports restrictive immigration policy,9,party was completely united,strongly favours assimilation,9,party was completely united,9,9,10,8,9,9,2,9
fr,DLF,628,strongly opposed,great importance,party was completely united,Strogly opposes,Strogly opposes,8,,,6,9,Completely Clear,8,fully supports restrictive immigration policy,9,1,strongly favours assimilation,great importance,party was completely united,strongly opposes more rights for ethnic minorities,9,10,9,,extremely important,9,9
fr,DLF,628,strongly opposed,great importance,,Strogly opposes,Strogly opposes,9,8,Completely Clear,5,traditional/authoritarian,Completely Clear,9,fully supports restrictive immigration policy,great importance,party was completely united,strongly favours assimilation,great importance,party was completely united,strongly opposes more rights for ethnic minorities,10,10,10,1,extremely important,1,Leadership controls party choices
fr,DLF,628,strongly opposed,great importance,1,Strogly opposes,Strogly opposes,extreme right,extreme right,8,6,8,7,6,fully supports restrictive immigration policy,8,1,,8,1,9,9,9,9,3,7,8,9
fr,DLF,628,strongly opposed,6,party was completely united,Strogly opposes,2,1,2,4,4,8,9,8,fully supports restrictive immigration policy,8,3,strongly favours assimilation,9,2,9,10,10,9,6,9,1,9
it,LN,811,strongly opposed,9,1,Strogly opposes,Strogly opposes,9,7,2,5,traditional/authoritarian,9,8,fully supports restrictive immigration policy,great importance,party was completely united,strongly favours assimilation,,,,9,,,8,extremely important,7,8
it,LN,811,strongly opposed,great importance,1,Strogly opposes,Strogly opposes,8,8,9,7,traditional/authoritarian,Completely Clear,great importance,fully supports restrictive immigration policy,great importance,party was completely united,strongly favours assimilation,7,party was completely united,2,10,10,1,8,5,3,Leadership controls party choices
it,LN,811,strongly opposed,8,party was completely united,Strogly opposes,Strogly opposes,extreme right,8,9,7,traditional/authoritarian,Completely Clear,8,fully supports restrictive immigration policy,great importance,party was completely united,strongly favours assimilation,great importance,party was completely united,7,10,10,1,9,extremely important,extremely important,Leadership controls party choices
it,LN,811,opposed,great importance,1,Strogly opposes,Strogly opposes,9,7,4,4,9,9,9,fully supports restrictive immigration policy,great importance,party was completely united,strongly favours assimilation,great importance,party was completely united,strongly supports more rights for ethnic minorities,9,10,9,7,6,8,Leadership controls party choices
it,LN,811,opposed,8,,Strogly opposes,2,8,center,3,7,8,,8,fully supports restrictive immigration policy,great importance,,9,great importance,,,9,,6,6,3,6,6
it,LN,811,opposed,9,7,2,Strogly opposes,8,9,2,8,9,9,2,fully supports restrictive immigration policy,great importance,1,9,great importance,1,8,9,9,8,8,8,8,7
it,LN,811,strongly opposed,great importance,1,Strogly opposes,Strogly opposes,9,7,9,8,9,Completely Clear,8,fully supports restrictive immigration policy,great importance,1,strongly favours assimilation,1,1,strongly opposes more rights for ethnic minorities,9,10,1,9,8,7,9
it,LN,811,opposed,8,2,Strogly opposes,Strogly opposes,9,4,3,7,7,9,8,9,great importance,party was completely united,strongly favours assimilation,7,1,4,9,9,8,8,9,8,7
it,LN,811,strongly opposed,8,party was completely united,Strogly opposes,Strogly opposes,9,7,7,8,,,,fully supports restrictive immigration policy,great importance,,,,,,,,,,,,
it,LN,811,strongly opposed,great importance,party was completely united,Strogly opposes,Strogly opposes,extreme right,6,9,8,9,Completely Clear,7,fully supports restrictive immigration policy,great importance,party was completely united,strongly favours assimilation,great importance,party was completely united,strongly opposes more rights for ethnic minorities,10,10,1,The people make decisions,extremely important,5,7
it,LN,811,,,,5,2,8,8,6,8,9,9,8,9,great importance,party was completely united,strongly favours assimilation,great importance,party was completely united,strongly opposes more rights for ethnic minorities,9,10,9,6,extremely important,7,9
it,LN,811,opposed,3,1,Strogly opposes,Strogly opposes,9,8,4,6,traditional/authoritarian,Completely Clear,8,fully supports restrictive immigration policy,great importance,party was completely united,strongly favours assimilation,.d,.d,.d,,,,,,,
it,LN,811,opposed,7,party was completely united,3,3,9,7,7,5,9,Completely Clear,6,fully supports restrictive immigration policy,great importance,party was completely united,strongly favours assimilation,great importance,party was completely united,,9,10,7,7,7,3,7
it,LN,811,opposed,3,2,.d,2,1,,5,4,8,4,6,fully supports restrictive immigration policy,great importance,party was completely united,9,9,party was completely united,,9,6,4,,8,,9
it,LN,811,strongly opposed,great importance,party was completely united,Strogly opposes,Strogly opposes,8,4,9,7,9,Completely Clear,great importance,fully supports restrictive immigration policy,great importance,party was completely united,strongly favours assimilation,great importance,party was completely united,9,9,10,9,8,8,4,8
it,UDC,814,neutral,7,party was completely united,6,,center,center,5,5,9,6,2,5,2,.d,7,6,.d,5,7,6,3,Elected officials make decisions,3,not important at all,6
it,UDC,814,strongly in favor,4,party was completely united,.d,5,center,,6,4,7,7,6,4,5,party was completely united,6,6,party was completely united,,5,6,5,,2,,7
it,UDC,814,somewhat in favor,5,2,4,3,6,7,7,6,9,9,great importance,6,5,,6,,,,7,,,Elected officials make decisions,3,1,5
it,UDC,814,strongly in favor,7,3,6,5,6,center,7,3,8,Completely Clear,9,6,4,2,7,6,2,3,9,9,1,2,not important at all,1,Leadership controls party choices
it,UDC,814,in favor,7,2,5,4,center,center,7,6,,,,4,2,,,,,,,,,,,,
it,UDC,814,in favor,3,.d,.d,6,center,center,6,3,7,6,4,5,no importance,5,7,7,6,6,6,,3,4,not important at all,not important at all,7
it,UDC,814,somewhat in favor,2,1,.d,.d,6,,.d,great importance,traditional/authoritarian,Completely Clear,.d,.d,.d,.d,strongly favours assimilation,.d,.d,.d,,,,,,,
it,UDC,814,,,,,,center,,,,,,,,,,,,,,,,,,,,
it,UDC,814,,,,Strongly favors,Strongly favors,center,6,5,6,7,7,6,5,4,4,7,4,2,6,6,4,7,2,1,2,7
it,UDC,814,in favor,7,1,Strongly favors,4,center,3,5,7,6,9,8,4,5,3,7,6,2,5,6,9,7,3,1,5,5
it,UDC,814,,,,,,,,,,,,,,,,,,,,.d,,,,,,
it,UDC,814,strongly in favor,5,.d,5,6,center,6,4,5,7,9,9,5,3,6,7,6,6,.d,7,9,7,3,3,3,9
it,UDC,814,strongly in favor,3,.d,5,5,center,center,5,4,center,Completely Clear,5,5,5,2,9,6,1,5,6,7,2,Elected officials make decisions,not important at all,5,5
it,UDC,814,strongly in favor,,1,6,6,center,center,9,8,8,9,5,5,5,1,8,6,1,5,5,9,7,Elected officials make decisions,not important at all,3,7
it,UDC,814,in favor,6,party was completely united,Strongly favors,5,6,7,5,6,8,Completely Clear,great importance,5,5,2,8,4,party was completely united,.d,7,10,1,2,5,not important at all,Leadership controls party choices
it,FI,815,neutral,3,6,3,3,2,,6,6,center,6,4,7,7,4,7,6,3,,5,4,4,,4,,8
it,FI,815,neutral,1,2,2,Strogly opposes,8,extreme right,3,7,9,9,6,8,8,2,strongly favours assimilation,.d,.d,.d,,,,,,,
it,FI,815,somewhat opposed,6,6,3,2,8,9,4,8,8,7,4,8,7,4,7,9,3,7,7,9,6,6,1,not important at all,Leadership controls party choices
it,FI,815,somewhat opposed,5,5,3,2,6,7,4,7,6,5,4,5,4,4,7,7,6,6,6,4,6,4,4,not important at all,9
it,FI,815,somewhat in favor,6,,3,4,7,7,7,8,6,,5,7,5,,6,6,,,5,,4,6,2,5,8
it,FI,815,somewhat in favor,5,6,3,2,7,extreme right,9,great importance,7,7,6,8,4,4,7,,,,7,,,6,5,not important at all,Leadership controls party choices
it,FI,815,in favor,,7,4,2,6,9,9,8,8,9,5,8,8,2,8,9,2,5,5,9,7,2,5,2,4
it,FI,815,in favor,8,4,4,3,7,7,9,7,6,9,5,6,6,2,5,6,2,6,7,9,5,Elected officials make decisions,1,5,9
it,FI,815,somewhat in favor,5,6,4,3,7,8,9,7,7,4,5,8,6,4,8,9,4,2,7,7,4,3,2,1,Leadership controls party choices
it,FI,815,neutral,6,6,5,4,8,8,6,7,,,,4,4,,,,,,,,,,,,
it,FI,815,neutral,7,6,4,2,7,4,3,7,7,5,7,7,8,3,8,6,3,6,7,9,7,7,7,2,Leadership controls party choices
it,FI,815,in favor,6,5,3,3,7,8,9,8,7,9,6,7,7,4,7,7,4,7,7,7,7,6,5,not important at all,Leadership controls party choices
it,FI,815,somewhat in favor,5,party was completely united,,.d,7,9,9,7,6,5,6,8,6,2,8,7,.d,,7,9,3,2,5,3,Leadership controls party choices
it,FI,815,,,,5,5,6,8,9,8,7,6,5,7,3,3,7,3,3,6,7,4,6,3,4,2,Leadership controls party choices
it,FI,815,in favor,6,3,5,2,center,8,Completely Clear,8,6,Completely Clear,3,7,5,2,8,2,party was completely united,.d,7,7,6,Elected officials make decisions,2,not important at all,Leadership controls party choices
it,SVP,827,.d,great importance,.d,,.d,.d,.d,.d,great importance,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,,,,,,,
it,SVP,827,.d,great importance,.d,.d,.d,6,6,4,great importance,4,.d,.d,.d,.d,.d,.d,.d,.d,.d,4,7,.d,3,.d,.d,.d
it,SVP,827,,,,,,,,,,,,,,,,,,,,,,,,,,
it,SVP,827,in favor,6,1,.d,.d,center,,7,4,7,9,5,.d,3,.d,.d,.d,.d,strongly supports more rights for ethnic minorities,6,6,5,2,1,.d,2
