party,score,orientation,counts,random_state
LeU,0.1176470588235294,Left-wing,51,15
The Union,0.0,Left-wing,248,15
PD,0.051775147928994,Left-wing,676,15
Civil Revolution,0.2528735632183908,Left-wing,87,15
SEL,0.287037037037037,Left-wing,216,15
Autonomy Liberty Participation Ecology,0.2421875,Other,128,15
PaP,0.6666666666666666,Left-wing,6,15
UDC,0.0767824497257769,Other,547,15
SVP,0.073170731707317,Left-wing,82,15
Northern League,0.2142857142857142,Right-wing,112,15
The Olive Tree,0.5,Left-wing,4,15
Civic Choice,0.75,Left-wing,12,15
Communist Refoundation Party,0.064516129032258,Left-wing,93,15
European Democracy,0.0,Other,15,15
Casapound,0.3657289002557545,Right-wing,391,15
Houses of Freedom,0.2182539682539682,Right-wing,252,15
Forward Italy,0.0976744186046511,Right-wing,215,15
PdL,0.058252427184466,Right-wing,1030,15
Italy of Values,0.1016299137104506,Other,1043,15
Democratic Center,0.0,Other,2,16
Brothers of Italy,0.3155737704918033,Right-wing,244,16
Labour and Freedom List,0.3333333333333333,Right-wing,9,16
LeU,0.0039215686274509,Left-wing,255,16
The Union,0.2156862745098039,Left-wing,51,16
M5S,0.5,Other,104,16
PD,0.174757281553398,Left-wing,515,16
Civil Revolution,0.3387096774193548,Left-wing,124,16
SEL,0.2115384615384615,Left-wing,104,16
Autonomy Liberty Participation Ecology,0.0,Other,2,16
PaP,0.3333333333333333,Left-wing,6,16
UDC,0.2021660649819494,Other,277,16
Northern League,0.86875,Right-wing,320,16
SVP,0.2125,Left-wing,80,16
The Olive Tree,0.1032258064516129,Left-wing,620,16
Civic Choice,0.1578947368421052,Left-wing,95,16
Communist Refoundation Party,0.1301369863013698,Left-wing,146,16
European Democracy,0.15,Other,60,16
Casapound,0.7894736842105263,Right-wing,38,16
Houses of Freedom,0.42,Right-wing,100,16
Forward Italy,0.5894428152492669,Right-wing,682,16
PdL,0.2555438225976769,Right-wing,947,16
Italy of Values,0.148780487804878,Other,410,16
Democratic Center,0.2279792746113989,Other,193,17
Brothers of Italy,0.2177419354838709,Right-wing,124,17
Labour and Freedom List,0.1221374045801526,Right-wing,393,17
M5S,0.3511450381679389,Other,131,17
LeU,0.2307692307692307,Left-wing,78,17
The Union,0.5384615384615384,Left-wing,13,17
PD,0.1715039577836411,Left-wing,379,17
Civil Revolution,0.0897435897435897,Left-wing,78,17
SEL,0.0870253164556962,Left-wing,632,17
Autonomy Liberty Participation Ecology,0.0,Other,14,17
PaP,0.7777777777777778,Left-wing,252,17
SVP,0.1926229508196721,Left-wing,244,17
Northern League,0.4484126984126984,Right-wing,252,17
UDC,0.1576576576576576,Other,222,17
The Olive Tree,0.123076923076923,Left-wing,130,17
Civic Choice,0.4,Left-wing,5,17
Communist Refoundation Party,0.5,Left-wing,8,17
European Democracy,0.1,Other,30,17
Casapound,0.4666666666666667,Right-wing,15,17
Houses of Freedom,0.2164179104477611,Right-wing,402,17
Forward Italy,0.0909090909090909,Right-wing,44,17
PdL,0.266857962697274,Right-wing,697,17
Italy of Values,0.346723044397463,Other,473,17
Democratic Center,0.0555555555555555,Other,36,18
Brothers of Italy,1.0,Right-wing,257,18
Labour and Freedom List,0.2125984251968504,Right-wing,127,18
The Union,0.4555555555555555,Left-wing,90,18
M5S,0.4163701067615658,Other,281,18
LeU,0.1428571428571428,Left-wing,7,18
PD,0.3209876543209876,Left-wing,81,18
Civil Revolution,0.45,Left-wing,20,18
SEL,0.0909090909090909,Left-wing,154,18
Autonomy Liberty Participation Ecology,0.074074074074074,Other,216,18
PaP,0.0,Left-wing,9,18
SVP,0.4923076923076923,Left-wing,65,18
Northern League,0.5026737967914439,Right-wing,187,18
UDC,0.0434782608695652,Other,115,18
The Olive Tree,0.0,Left-wing,11,18
Civic Choice,0.2432432432432432,Left-wing,185,18
Communist Refoundation Party,0.0666666666666666,Left-wing,15,18
European Democracy,0.3306451612903225,Other,124,18
Casapound,0.4828660436137071,Right-wing,321,18
Houses of Freedom,0.2595419847328244,Right-wing,393,18
Forward Italy,0.500651890482399,Right-wing,767,18
PdL,0.3,Right-wing,2330,18
Italy of Values,0.4665930425179458,Other,1811,18
Democratic Center,0.2720588235294117,Other,408,19
Brothers of Italy,0.8444444444444444,Right-wing,90,19
Labour and Freedom List,0.3333333333333333,Right-wing,3,19
LeU,0.5390625,Left-wing,128,19
M5S,0.6151685393258427,Other,356,19
The Union,0.5,Left-wing,42,19
Civil Revolution,0.4591836734693877,Left-wing,98,19
PD,0.6206896551724138,Left-wing,87,19
SEL,0.6029411764705882,Left-wing,68,19
Autonomy Liberty Participation Ecology,0.3698630136986301,Other,73,19
PaP,0.4583333333333333,Left-wing,24,19
UDC,0.2,Other,265,19
Northern League,0.6066666666666667,Right-wing,150,19
SVP,0.5,Left-wing,4,19
The Olive Tree,0.1809672386895476,Left-wing,641,19
Civic Choice,0.75,Left-wing,12,19
Communist Refoundation Party,0.3785714285714285,Left-wing,140,19
European Democracy,0.3421052631578947,Other,114,19
Casapound,0.2785923753665689,Right-wing,682,19
Houses of Freedom,0.3926605504587156,Right-wing,1090,19
Forward Italy,0.4258555133079847,Right-wing,263,19
PdL,0.8745283018867924,Right-wing,1060,19
Italy of Values,0.4102564102564102,Other,117,19
Democratic Center,0.0,Other,13,20
Brothers of Italy,0.4155844155844156,Right-wing,77,20
Labour and Freedom List,0.231647634584013,Right-wing,613,20
LeU,0.2289156626506024,Left-wing,83,20
The Union,0.2307692307692307,Left-wing,78,20
M5S,0.1538461538461538,Other,13,20
Civil Revolution,0.1739130434782608,Left-wing,69,20
PD,0.2388059701492537,Left-wing,335,20
SEL,0.2615384615384615,Left-wing,195,20
Autonomy Liberty Participation Ecology,0.225,Other,120,20
PaP,0.5158924205378973,Left-wing,409,20
UDC,0.1842105263157894,Other,152,20
Northern League,0.2222222222222222,Right-wing,18,20
SVP,0.1785714285714285,Left-wing,56,20
The Olive Tree,0.1641791044776119,Left-wing,134,20
Civic Choice,0.0040322580645161,Left-wing,248,20
Communist Refoundation Party,0.16,Left-wing,25,20
European Democracy,0.108695652173913,Other,138,20
Casapound,0.2678571428571428,Right-wing,56,20
Houses of Freedom,0.1863727454909819,Right-wing,499,20
Forward Italy,0.2349137931034483,Right-wing,464,20
PdL,0.2015167930660888,Right-wing,923,20
Italy of Values,0.2110894941634241,Other,1028,20
Democratic Center,0.2857142857142857,Other,7,21
Brothers of Italy,0.4915254237288136,Right-wing,59,21
Labour and Freedom List,0.1111111111111111,Right-wing,18,21
M5S,0.7857142857142857,Other,224,21
The Union,0.6323529411764706,Left-wing,68,21
LeU,0.1818181818181818,Left-wing,11,21
PD,0.3072805139186295,Left-wing,934,21
Civil Revolution,0.3923076923076923,Left-wing,130,21
SEL,0.5833333333333334,Left-wing,120,21
Autonomy Liberty Participation Ecology,0.1984126984126984,Other,126,21
PaP,0.6027397260273972,Left-wing,219,21
UDC,0.1846153846153846,Other,130,21
Northern League,0.6893004115226338,Right-wing,486,21
SVP,0.0,Left-wing,5,21
The Olive Tree,0.5323741007194245,Left-wing,139,21
Civic Choice,0.417910447761194,Left-wing,201,21
Communist Refoundation Party,0.6551724137931034,Left-wing,87,21
European Democracy,0.2731092436974789,Other,238,21
Casapound,0.6694915254237288,Right-wing,236,21
Houses of Freedom,0.654747225647349,Right-wing,811,21
Forward Italy,0.5449438202247191,Right-wing,178,21
PdL,0.7237569060773481,Right-wing,181,21
Italy of Values,0.5664335664335665,Other,143,21
Democratic Center,0.7,Other,10,22
Brothers of Italy,1.0,Right-wing,10,22
Labour and Freedom List,0.4044117647058823,Right-wing,136,22
M5S,0.4876847290640394,Other,203,22
LeU,0.32,Left-wing,200,22
The Union,0.1481481481481481,Left-wing,81,22
Civil Revolution,0.2441860465116279,Left-wing,86,22
PD,0.37,Left-wing,100,22
SEL,0.12,Left-wing,75,22
Autonomy Liberty Participation Ecology,0.173728813559322,Other,236,22
PaP,0.7814569536423841,Left-wing,151,22
UDC,0.1376146788990825,Other,436,22
Northern League,0.8403361344537815,Right-wing,119,22
SVP,0.0851063829787234,Left-wing,47,22
The Olive Tree,0.5,Left-wing,6,22
Civic Choice,0.2473118279569892,Left-wing,93,22
Communist Refoundation Party,0.1839080459770115,Left-wing,87,22
European Democracy,0.1,Other,20,22
Casapound,0.5402298850574713,Right-wing,87,22
Houses of Freedom,0.2719101123595505,Right-wing,1780,22
Forward Italy,0.3258426966292135,Right-wing,178,22
PdL,0.3406940063091482,Right-wing,2536,22
Italy of Values,0.423780487804878,Other,656,22
Democratic Center,0.3008474576271186,Other,236,23
Brothers of Italy,0.645320197044335,Right-wing,203,23
Labour and Freedom List,0.1830985915492957,Right-wing,71,23
M5S,0.2755102040816326,Other,98,23
The Union,0.6,Left-wing,15,23
LeU,0.3181818181818182,Left-wing,44,23
PD,0.0664893617021276,Left-wing,376,23
Civil Revolution,0.4,Left-wing,5,23
SEL,0.1052631578947368,Left-wing,76,23
Autonomy Liberty Participation Ecology,0.3298969072164948,Other,194,23
PaP,0.3775510204081632,Left-wing,98,23
UDC,0.1716417910447761,Other,134,23
Northern League,0.5531914893617021,Right-wing,517,23
SVP,0.2666666666666666,Left-wing,15,23
The Olive Tree,0.1643835616438356,Left-wing,73,23
Civic Choice,0.3300970873786408,Left-wing,103,23
Communist Refoundation Party,0.3461538461538461,Left-wing,52,23
European Democracy,0.0,Other,16,23
Casapound,0.2661870503597122,Right-wing,417,23
Houses of Freedom,0.4519056261343013,Right-wing,551,23
Forward Italy,0.2737642585551331,Right-wing,263,23
PdL,0.55502582439412,Right-wing,2517,23
Italy of Values,0.7022160664819944,Other,722,23
Democratic Center,0.1246819338422391,Other,393,24
Brothers of Italy,0.2238805970149253,Right-wing,67,24
Labour and Freedom List,0.5102040816326531,Right-wing,196,24
M5S,0.8805970149253731,Other,134,24
The Union,0.4113475177304964,Left-wing,141,24
LeU,0.0,Left-wing,4,24
PD,0.331858407079646,Left-wing,226,24
Civil Revolution,0.7272727272727273,Left-wing,11,24
SEL,0.9375,Left-wing,16,24
Autonomy Liberty Participation Ecology,0.2236842105263158,Other,152,24
PaP,0.1,Left-wing,20,24
UDC,0.1292517006802721,Other,294,24
Northern League,0.5251798561151079,Right-wing,278,24
SVP,1.0,Left-wing,5,24
The Olive Tree,0.4166666666666667,Left-wing,24,24
Civic Choice,0.2,Left-wing,70,24
Communist Refoundation Party,0.0,Left-wing,232,24
European Democracy,0.3583333333333333,Other,120,24
Casapound,0.4093816631130064,Right-wing,469,24
Houses of Freedom,0.2274320771253286,Right-wing,2282,24
Forward Italy,0.875,Right-wing,24,24
PdL,0.5739299610894941,Right-wing,1028,24
Italy of Values,0.2168421052631579,Other,475,24
Democratic Center,0.1090047393364928,Other,211,25
Brothers of Italy,0.3,Right-wing,10,25
Labour and Freedom List,0.0,Right-wing,3,25
The Union,0.1959798994974874,Left-wing,199,25
LeU,0.3275109170305676,Left-wing,229,25
M5S,0.5730337078651685,Other,89,25
PD,0.3166666666666666,Left-wing,480,25
Civil Revolution,0.3643410852713178,Left-wing,129,25
SEL,0.5,Left-wing,18,25
Autonomy Liberty Participation Ecology,0.3333333333333333,Other,6,25
PaP,0.44,Left-wing,25,25
SVP,0.3083333333333333,Left-wing,120,25
Northern League,0.6578947368421053,Right-wing,228,25
UDC,0.3838383838383838,Other,99,25
The Olive Tree,0.2181818181818181,Left-wing,55,25
Civic Choice,0.2923076923076923,Left-wing,260,25
Communist Refoundation Party,0.2279411764705882,Left-wing,136,25
European Democracy,0.3039215686274509,Other,102,25
Casapound,0.5791245791245792,Right-wing,297,25
Houses of Freedom,0.1697663328564616,Right-wing,2097,25
Forward Italy,0.5116279069767442,Right-wing,215,25
PdL,0.3986988847583643,Right-wing,1076,25
Italy of Values,0.5212569316081331,Other,541,25
Democratic Center,0.1797752808988764,Other,89,26
Brothers of Italy,0.4285714285714285,Right-wing,168,26
Labour and Freedom List,0.2,Right-wing,10,26
M5S,0.71898355754858,Other,669,26
The Union,0.1647058823529411,Left-wing,85,26
LeU,0.5,Left-wing,14,26
PD,0.1988472622478386,Left-wing,347,26
Civil Revolution,0.3269230769230769,Left-wing,52,26
SEL,0.1666666666666666,Left-wing,18,26
Autonomy Liberty Participation Ecology,0.1791044776119403,Other,134,26
PaP,0.4645669291338583,Left-wing,127,26
UDC,0.1226765799256505,Other,269,26
SVP,0.0555555555555555,Left-wing,216,26
Northern League,0.1481481481481481,Right-wing,81,26
The Olive Tree,0.3126436781609195,Left-wing,435,26
Civic Choice,0.4347826086956521,Left-wing,23,26
Communist Refoundation Party,0.1724137931034483,Left-wing,58,26
European Democracy,0.0,Other,3,26
Casapound,0.2278177458033573,Right-wing,417,26
Houses of Freedom,0.2728395061728395,Right-wing,810,26
Forward Italy,0.3636363636363636,Right-wing,11,26
PdL,0.0351262349066959,Right-wing,911,26
Italy of Values,0.2115127175368139,Other,747,26
Democratic Center,0.1818181818181818,Other,220,27
Brothers of Italy,0.4098360655737705,Right-wing,61,27
Labour and Freedom List,0.2272727272727272,Right-wing,22,27
M5S,0.6458333333333334,Other,144,27
The Union,0.4487179487179487,Left-wing,78,27
LeU,0.4666666666666667,Left-wing,30,27
PD,0.3848314606741573,Left-wing,356,27
Civil Revolution,0.1655737704918032,Left-wing,610,27
SEL,0.1111111111111111,Left-wing,18,27
Autonomy Liberty Participation Ecology,0.3297297297297297,Other,185,27
PaP,0.6746987951807228,Left-wing,83,27
UDC,0.4696969696969697,Other,132,27
Northern League,0.7951807228915663,Right-wing,166,27
SVP,0.3636363636363636,Left-wing,11,27
The Olive Tree,0.7101449275362319,Left-wing,69,27
Civic Choice,0.4736842105263157,Left-wing,57,27
Communist Refoundation Party,0.5567010309278351,Left-wing,97,27
European Democracy,0.2195121951219512,Other,123,27
Casapound,0.4,Right-wing,15,27
Houses of Freedom,0.549967341606793,Right-wing,1531,27
Forward Italy,0.3357825128581925,Right-wing,1361,27
PdL,0.4064914992272024,Right-wing,647,27
Italy of Values,0.4967462039045553,Other,461,27
Democratic Center,0.5314685314685315,Other,143,28
Brothers of Italy,0.7361111111111112,Right-wing,72,28
Labour and Freedom List,0.2857142857142857,Right-wing,56,28
The Union,0.5617977528089888,Left-wing,89,28
M5S,0.6767241379310345,Other,232,28
LeU,0.3181818181818182,Left-wing,66,28
Civil Revolution,0.1770334928229665,Left-wing,209,28
PD,0.3275862068965517,Left-wing,116,28
SEL,0.25,Left-wing,28,28
Autonomy Liberty Participation Ecology,0.5,Other,8,28
PaP,0.4519774011299435,Left-wing,177,28
UDC,0.2377049180327868,Other,244,28
Northern League,0.7572815533980582,Right-wing,103,28
SVP,0.1,Left-wing,10,28
The Olive Tree,0.4505208333333333,Left-wing,384,28
Civic Choice,0.3354037267080745,Left-wing,161,28
Communist Refoundation Party,1.0,Left-wing,3,28
European Democracy,0.2698412698412698,Other,126,28
Casapound,0.9842233009708736,Right-wing,824,28
Houses of Freedom,0.2822966507177033,Right-wing,2299,28
Forward Italy,0.5333333333333333,Right-wing,15,28
PdL,0.334384858044164,Right-wing,634,28
Italy of Values,0.2033073929961089,Other,1028,28
Democratic Center,0.0269058295964125,Other,223,29
Brothers of Italy,0.6,Right-wing,5,29
Labour and Freedom List,0.4925373134328358,Right-wing,67,29
M5S,0.4788732394366197,Other,284,29
LeU,0.0753768844221105,Left-wing,199,29
The Union,0.4444444444444444,Left-wing,9,29
Civil Revolution,0.1953125,Left-wing,128,29
PD,0.1833333333333333,Left-wing,60,29
SEL,0.4117647058823529,Left-wing,17,29
Autonomy Liberty Participation Ecology,0.0909090909090909,Other,66,29
PaP,0.7777777777777778,Left-wing,36,29
UDC,0.2567324955116696,Other,557,29
Northern League,0.860248447204969,Right-wing,322,29
SVP,0.0,Left-wing,16,29
The Olive Tree,0.4096385542168674,Left-wing,83,29
Civic Choice,0.1094771241830065,Left-wing,612,29
Communist Refoundation Party,0.0977443609022556,Left-wing,133,29
European Democracy,0.0,Other,23,29
Casapound,0.2022222222222222,Right-wing,450,29
Houses of Freedom,0.1682027649769585,Right-wing,434,29
Forward Italy,0.0409207161125319,Right-wing,391,29
PdL,0.4385113268608414,Right-wing,618,29
Italy of Values,0.2099767981438515,Other,862,29
Democratic Center,0.1052631578947368,Other,57,30
Brothers of Italy,0.2676056338028169,Right-wing,71,30
Labour and Freedom List,0.0887096774193548,Right-wing,124,30
M5S,0.7018867924528301,Other,265,30
The Union,0.6,Left-wing,25,30
LeU,0.1904761904761904,Left-wing,63,30
PD,0.1670378619153674,Left-wing,449,30
Civil Revolution,0.1012658227848101,Left-wing,79,30
SEL,1.0,Left-wing,5,30
Autonomy Liberty Participation Ecology,0.1506849315068493,Other,584,30
PaP,0.5736434108527132,Left-wing,129,30
UDC,0.4786729857819905,Other,211,30
SVP,0.1604938271604938,Left-wing,162,30
Northern League,0.6666666666666666,Right-wing,21,30
The Olive Tree,0.1481481481481481,Left-wing,81,30
Civic Choice,0.2377622377622377,Left-wing,143,30
Communist Refoundation Party,0.2,Left-wing,10,30
European Democracy,0.5,Other,6,30
Casapound,0.3083067092651757,Right-wing,626,30
Houses of Freedom,0.5563093622795116,Right-wing,1474,30
Forward Italy,0.2230215827338129,Right-wing,417,30
PdL,0.0236742424242424,Right-wing,1056,30
Italy of Values,0.2630136986301369,Other,365,30
Democratic Center,0.2605042016806723,Other,238,31
Brothers of Italy,0.5023696682464455,Right-wing,211,31
Labour and Freedom List,0.2459016393442623,Right-wing,122,31
M5S,0.4424242424242424,Other,165,31
The Union,0.0,Left-wing,3,31
LeU,0.1884057971014492,Left-wing,138,31
PD,0.2962962962962963,Left-wing,81,31
Civil Revolution,0.0,Left-wing,2,31
SEL,0.5294117647058824,Left-wing,17,31
Autonomy Liberty Participation Ecology,0.185,Other,200,31
PaP,0.21875,Left-wing,64,31
UDC,0.3475609756097561,Other,164,31
Northern League,0.7608391608391608,Right-wing,715,31
SVP,0.0434782608695652,Left-wing,92,31
The Olive Tree,0.1829268292682926,Left-wing,82,31
Civic Choice,0.0,Left-wing,8,31
Communist Refoundation Party,0.1204819277108433,Left-wing,83,31
European Democracy,0.2328767123287671,Other,73,31
Casapound,0.6363636363636364,Right-wing,44,31
Houses of Freedom,0.3424947145877378,Right-wing,473,31
Forward Italy,0.288235294117647,Right-wing,170,31
PdL,0.1502286087524493,Right-wing,1531,31
Italy of Values,0.4467145223633352,Other,1811,31
Democratic Center,0.375,Other,8,32
Brothers of Italy,0.8888888888888888,Right-wing,9,32
Labour and Freedom List,0.1120689655172413,Right-wing,232,32
The Union,0.1309523809523809,Left-wing,84,32
M5S,0.4761904761904761,Other,84,32
LeU,0.0,Left-wing,10,32
PD,0.1437271619975639,Left-wing,821,32
Civil Revolution,0.75,Left-wing,24,32
SEL,0.4736842105263157,Left-wing,228,32
Autonomy Liberty Participation Ecology,0.109090909090909,Other,385,32
PaP,0.4751381215469613,Left-wing,181,32
UDC,0.0191570881226053,Other,261,32
Northern League,0.5746606334841629,Right-wing,221,32
SVP,0.3818181818181818,Left-wing,110,32
The Olive Tree,0.2222222222222222,Left-wing,45,32
Civic Choice,0.2461538461538461,Left-wing,65,32
Communist Refoundation Party,0.2258064516129032,Left-wing,62,32
European Democracy,0.2307692307692307,Other,78,32
Casapound,0.146067415730337,Right-wing,178,32
Houses of Freedom,0.4029038112522686,Right-wing,551,32
Forward Italy,0.3914081145584726,Right-wing,419,32
PdL,0.3060428849902534,Right-wing,513,32
Italy of Values,0.2848904267589389,Other,867,32
Democratic Center,0.0,Other,12,33
Brothers of Italy,0.9150943396226416,Right-wing,636,33
Labour and Freedom List,0.0,Right-wing,18,33
The Union,0.6796536796536796,Left-wing,231,33
M5S,0.8034825870646766,Other,402,33
LeU,0.264,Left-wing,125,33
PD,0.1768953068592057,Left-wing,277,33
Civil Revolution,0.5714285714285714,Left-wing,84,33
SEL,0.6447368421052632,Left-wing,76,33
Autonomy Liberty Participation Ecology,0.25,Other,16,33
PaP,0.65,Left-wing,120,33
SVP,0.2184873949579832,Left-wing,238,33
Northern League,0.6210045662100456,Right-wing,219,33
UDC,0.4533333333333333,Other,150,33
The Olive Tree,0.1769230769230769,Left-wing,130,33
Civic Choice,0.3574660633484163,Left-wing,221,33
Communist Refoundation Party,0.0,Left-wing,3,33
European Democracy,0.1739130434782608,Other,23,33
Casapound,0.1023017902813299,Right-wing,391,33
Houses of Freedom,0.3011627906976744,Right-wing,860,33
Forward Italy,0.6728971962616822,Right-wing,321,33
PdL,0.4696356275303643,Right-wing,247,33
Italy of Values,0.5974304068522484,Other,467,33
Democratic Center,0.145985401459854,Other,137,34
Brothers of Italy,0.7142857142857143,Right-wing,14,34
Labour and Freedom List,0.2397959183673469,Right-wing,196,34
LeU,0.3809523809523809,Left-wing,210,34
M5S,0.1451612903225806,Other,62,34
The Union,0.3043478260869565,Left-wing,115,34
PD,0.0434782608695652,Left-wing,391,34
Civil Revolution,0.6,Left-wing,10,34
SEL,0.238095238095238,Left-wing,21,34
Autonomy Liberty Participation Ecology,0.0149253731343283,Other,67,34
PaP,0.8254716981132075,Left-wing,212,34
UDC,0.2307692307692307,Other,13,34
Northern League,0.1571428571428571,Right-wing,140,34
SVP,0.0413223140495867,Left-wing,121,34
The Olive Tree,0.0897435897435897,Left-wing,234,34
Civic Choice,0.0927318295739348,Left-wing,399,34
Communist Refoundation Party,0.25,Left-wing,28,34
European Democracy,0.1716417910447761,Other,134,34
Casapound,0.1172707889125799,Right-wing,469,34
Houses of Freedom,0.1987577639751552,Right-wing,322,34
Forward Italy,0.1702586206896551,Right-wing,464,34
PdL,0.1201842546063651,Right-wing,2388,34
Italy of Values,0.0555555555555555,Other,234,34
Democratic Center,0.15,Other,20,35
Brothers of Italy,0.6666666666666666,Right-wing,117,35
Labour and Freedom List,0.202127659574468,Right-wing,188,35
M5S,0.6898876404494382,Other,890,35
The Union,0.2763157894736842,Left-wing,76,35
LeU,0.2,Left-wing,5,35
PD,0.2077922077922078,Left-wing,231,35
Civil Revolution,0.2396694214876033,Left-wing,121,35
SEL,0.240506329113924,Left-wing,79,35
Autonomy Liberty Participation Ecology,0.0,Other,6,35
PaP,0.4615384615384615,Left-wing,13,35
UDC,0.4357798165137614,Other,436,35
Northern League,0.3875968992248062,Right-wing,129,35
SVP,0.6976744186046512,Left-wing,43,35
The Olive Tree,0.0582959641255605,Left-wing,223,35
Civic Choice,0.2278481012658227,Left-wing,79,35
Communist Refoundation Party,0.0074906367041198,Left-wing,267,35
European Democracy,0.4464285714285714,Other,56,35
Casapound,0.2711864406779661,Right-wing,236,35
Houses of Freedom,0.340506329113924,Right-wing,790,35
Forward Italy,0.0833333333333333,Right-wing,24,35
PdL,0.2352941176470588,Right-wing,561,35
Italy of Values,0.3548387096774194,Other,682,35
Democratic Center,0.8571428571428571,Other,7,36
Brothers of Italy,0.3358208955223881,Right-wing,134,36
Labour and Freedom List,0.1904761904761904,Right-wing,63,36
M5S,0.6026490066225165,Other,302,36
The Union,0.0641330166270783,Left-wing,421,36
LeU,0.1526717557251908,Left-wing,131,36
PD,0.1970443349753694,Left-wing,203,36
Civil Revolution,0.3059701492537313,Left-wing,134,36
SEL,0.0555555555555555,Left-wing,18,36
Autonomy Liberty Participation Ecology,0.2835051546391752,Other,194,36
PaP,0.6335877862595419,Left-wing,131,36
UDC,0.2292993630573248,Other,157,36
SVP,0.0717703349282296,Left-wing,209,36
Northern League,0.3333333333333333,Right-wing,99,36
The Olive Tree,0.1414141414141414,Left-wing,99,36
Civic Choice,0.75,Left-wing,4,36
Communist Refoundation Party,0.5775862068965517,Left-wing,232,36
European Democracy,0.875,Other,8,36
Casapound,0.9090909090909092,Right-wing,44,36
Houses of Freedom,0.0660124888492417,Right-wing,1121,36
Forward Italy,0.0909090909090909,Right-wing,11,36
PdL,0.3148148148148148,Right-wing,216,36
Italy of Values,0.1198294243070362,Other,2345,36
Democratic Center,0.5486111111111112,Other,144,37
Brothers of Italy,0.6159420289855072,Right-wing,138,37
Labour and Freedom List,0.0561224489795918,Right-wing,196,37
LeU,0.2421875,Left-wing,128,37
M5S,0.5454545454545454,Other,99,37
The Union,0.6,Left-wing,10,37
PD,0.2804578904333606,Left-wing,1223,37
Civil Revolution,0.2112068965517241,Left-wing,232,37
SEL,0.5555555555555556,Left-wing,27,37
Autonomy Liberty Participation Ecology,0.2608695652173913,Other,23,37
PaP,0.7333333333333333,Left-wing,120,37
UDC,0.5757575757575758,Other,132,37
Northern League,0.7808988764044944,Right-wing,178,37
SVP,0.5,Left-wing,2,37
The Olive Tree,0.3818181818181818,Left-wing,55,37
Civic Choice,1.0,Left-wing,1,37
Communist Refoundation Party,0.3333333333333333,Left-wing,258,37
European Democracy,0.0714285714285714,Other,14,37
Casapound,0.625,Right-wing,56,37
Houses of Freedom,0.5365853658536586,Right-wing,451,37
Forward Italy,0.6653992395437263,Right-wing,263,37
PdL,0.5013966480446927,Right-wing,716,37
Italy of Values,0.3781094527363184,Other,804,37
Democratic Center,0.25,Other,128,38
Brothers of Italy,0.9447236180904522,Right-wing,199,38
Labour and Freedom List,0.2695652173913043,Right-wing,230,38
M5S,0.7833876221498371,Other,614,38
The Union,0.7,Left-wing,10,38
LeU,0.2424242424242424,Left-wing,33,38
PD,0.0267062314540059,Left-wing,337,38
Civil Revolution,0.0,Left-wing,4,38
SEL,0.423728813559322,Left-wing,59,38
Autonomy Liberty Participation Ecology,0.316546762589928,Other,139,38
PaP,0.7268518518518519,Left-wing,216,38
UDC,0.2105263157894736,Other,171,38
Northern League,0.4452554744525547,Right-wing,274,38
SVP,0.3157894736842105,Left-wing,57,38
The Olive Tree,0.1956521739130435,Left-wing,46,38
Civic Choice,0.8787878787878788,Left-wing,33,38
Communist Refoundation Party,0.15,Left-wing,20,38
European Democracy,0.4060150375939849,Other,133,38
Casapound,0.6624040920716112,Right-wing,391,38
Houses of Freedom,0.4760946149974836,Right-wing,1987,38
Forward Italy,0.4666666666666667,Right-wing,15,38
PdL,0.2423698384201077,Right-wing,557,38
Italy of Values,0.1374045801526717,Other,262,38
Democratic Center,0.0545454545454545,Other,55,39
Brothers of Italy,0.5,Right-wing,2,39
Labour and Freedom List,0.2142857142857142,Right-wing,14,39
M5S,0.3584905660377358,Other,265,39
The Union,0.1408450704225352,Left-wing,71,39
LeU,0.2280701754385964,Left-wing,57,39
PD,0.1618257261410788,Left-wing,723,39
Civil Revolution,0.2196969696969697,Left-wing,132,39
SEL,0.1111111111111111,Left-wing,99,39
Autonomy Liberty Participation Ecology,0.0040485829959514,Other,247,39
PaP,0.1666666666666666,Left-wing,6,39
SVP,0.1402714932126696,Left-wing,221,39
UDC,0.1621621621621621,Other,148,39
Northern League,0.5945945945945946,Right-wing,37,39
The Olive Tree,0.1278538812785388,Left-wing,219,39
Civic Choice,0.0833333333333333,Left-wing,72,39
Communist Refoundation Party,0.141025641025641,Left-wing,78,39
European Democracy,0.1764705882352941,Other,136,39
Casapound,0.3902439024390244,Right-wing,82,39
Houses of Freedom,0.2634615384615384,Right-wing,520,39
Forward Italy,0.1475568456700532,Right-wing,2067,39
PdL,0.272189349112426,Right-wing,507,39
Italy of Values,0.1655328798185941,Other,441,39
Democratic Center,1.0,Other,3,40
Brothers of Italy,0.6296296296296297,Right-wing,54,40
Labour and Freedom List,0.3243243243243243,Right-wing,74,40
The Union,0.237037037037037,Left-wing,135,40
LeU,0.5285714285714286,Left-wing,70,40
M5S,0.7004048582995951,Other,247,40
PD,0.2598039215686274,Left-wing,408,40
Civil Revolution,0.217391304347826,Left-wing,23,40
SEL,0.403921568627451,Left-wing,255,40
Autonomy Liberty Participation Ecology,0.3182897862232779,Other,421,40
PaP,0.0,Left-wing,4,40
SVP,0.1470588235294117,Left-wing,136,40
Northern League,0.4344262295081967,Right-wing,122,40
