party,score,orientation,counts,random_state
Democratic Mouvement,0.25390625,Right-wing,256,21
French Communist Party,0.2251521298174442,Left-wing,493,21
Resistons,0.34375,Left-wing,256,21
Nouveau Parti Anticapitaliste,0.2693409742120344,Left-wing,349,21
The Greens,0.2732420953279849,Left-wing,2119,21
Debout la France,0.2327044025157232,Right-wing,1113,21
Republic Onwards!,0.2562814070351759,Other,199,22
Indomitable France,0.3714285714285714,Left-wing,140,22
Radical Party,0.6363636363636364,Right-wing,88,22
New Centre,0.3846153846153846,Other,26,22
Union of Democrats and Independents,0.3333333333333333,Right-wing,24,22
Union for a Popular Movement,0.271356783919598,Right-wing,597,22
Socialist Party,0.2728706624605678,Left-wing,634,22
National Front,0.4663461538461538,Right-wing,208,22
Left Front,0.2033898305084746,Left-wing,118,22
Centrist Alliance,0.26,Other,150,22
Left Radical Party,0.2634730538922156,Left-wing,334,22
Democratic Mouvement,0.2142857142857142,Right-wing,462,22
French Communist Party,0.2979452054794521,Left-wing,292,22
Resistons,0.2391304347826087,Left-wing,552,22
Nouveau Parti Anticapitaliste,0.2622950819672131,Left-wing,305,22
The Greens,0.3134765625,Left-wing,1024,22
Debout la France,0.6186612576064908,Right-wing,493,22
Republic Onwards!,0.422680412371134,Other,97,23
Indomitable France,0.5432098765432098,Left-wing,162,23
Radical Party,0.238095238095238,Right-wing,63,23
New Centre,0.2207792207792207,Other,77,23
Union of Democrats and Independents,0.4024390243902439,Right-wing,164,23
Union for a Popular Movement,0.4022988505747126,Right-wing,348,23
National Front,0.6237980769230769,Right-wing,832,23
Socialist Party,0.3501483679525222,Left-wing,337,23
Left Front,0.5,Left-wing,26,23
Centrist Alliance,0.3272058823529412,Other,272,23
Left Radical Party,0.4014084507042254,Left-wing,142,23
Democratic Mouvement,0.4111570247933884,Right-wing,484,23
French Communist Party,0.3439716312056737,Left-wing,282,23
Resistons,0.477326968973747,Left-wing,419,23
Nouveau Parti Anticapitaliste,0.4782608695652174,Left-wing,92,23
The Greens,0.4321093082835183,Left-wing,1171,23
Debout la France,0.4976,Right-wing,625,23
Republic Onwards!,0.3620689655172414,Other,58,24
Indomitable France,0.125,Left-wing,16,24
Radical Party,0.2898550724637681,Right-wing,69,24
New Centre,0.2073170731707317,Other,164,24
Union of Democrats and Independents,0.2323232323232323,Right-wing,99,24
Union for a Popular Movement,0.3388625592417061,Right-wing,422,24
National Front,0.4940239043824701,Right-wing,502,24
Socialist Party,0.2264150943396226,Left-wing,318,24
Left Front,0.1428571428571428,Left-wing,70,24
Centrist Alliance,0.2203389830508474,Other,118,24
Left Radical Party,0.2307692307692307,Left-wing,273,24
Democratic Mouvement,0.1797752808988764,Right-wing,534,24
French Communist Party,0.37890625,Left-wing,256,24
Resistons,0.3394199785177229,Left-wing,931,24
Nouveau Parti Anticapitaliste,0.2407906558849955,Left-wing,1113,24
The Greens,0.2181978798586572,Left-wing,1132,24
Debout la France,0.2869080779944289,Right-wing,359,24
Republic Onwards!,0.1862745098039215,Other,102,25
Indomitable France,0.7142857142857143,Left-wing,63,25
New Centre,0.1333333333333333,Other,90,25
Centrist Alliance,0.2424242424242424,Other,33,25
Union of Democrats and Independents,0.1265822784810126,Right-wing,79,25
Union for a Popular Movement,0.1962962962962963,Right-wing,270,25
National Front,0.4452926208651399,Right-wing,393,25
Socialist Party,0.2260692464358452,Left-wing,491,25
Left Front,0.1781609195402299,Left-wing,174,25
Radical Party,0.2083333333333333,Right-wing,72,25
Left Radical Party,0.2222222222222222,Left-wing,180,25
Democratic Mouvement,0.207070707070707,Right-wing,594,25
French Communist Party,0.2620837808807734,Left-wing,931,25
Resistons,0.2707006369426751,Left-wing,314,25
Nouveau Parti Anticapitaliste,0.3156596794081381,Left-wing,811,25
The Greens,0.2736450584484591,Left-wing,1882,25
Debout la France,0.3678756476683937,Right-wing,193,25
Republic Onwards!,0.3522727272727273,Other,88,26
Indomitable France,0.5176470588235295,Left-wing,170,26
New Centre,0.219298245614035,Other,114,26
Union of Democrats and Independents,0.2205882352941176,Right-wing,272,26
Union for a Popular Movement,0.2377049180327868,Right-wing,488,26
National Front,0.3562874251497006,Right-wing,334,26
Socialist Party,0.1985559566787003,Left-wing,277,26
Left Radical Party,0.2379182156133829,Left-wing,269,26
Left Front,0.2163742690058479,Left-wing,171,26
Radical Party,0.5813953488372093,Right-wing,86,26
Centrist Alliance,0.141025641025641,Other,156,26
Democratic Mouvement,0.2293577981651376,Right-wing,545,26
French Communist Party,0.3535031847133758,Left-wing,314,26
Resistons,0.2415254237288135,Left-wing,236,26
Nouveau Parti Anticapitaliste,0.1413043478260869,Left-wing,92,26
The Greens,0.293299620733249,Left-wing,1582,26
Debout la France,0.589098532494759,Right-wing,477,26
Republic Onwards!,0.4301075268817204,Other,93,27
Radical Party,0.1408450704225352,Right-wing,71,27
Indomitable France,0.6607142857142857,Left-wing,56,27
New Centre,0.2980295566502463,Other,406,27
Union of Democrats and Independents,0.2083333333333333,Right-wing,72,27
Union for a Popular Movement,0.3146473779385171,Right-wing,553,27
Socialist Party,0.3964757709251101,Left-wing,227,27
National Front,0.6584615384615384,Right-wing,650,27
Left Front,0.3214285714285714,Left-wing,28,27
Centrist Alliance,0.3605442176870748,Other,147,27
Left Radical Party,0.2395348837209302,Left-wing,430,27
Democratic Mouvement,0.3809523809523809,Right-wing,252,27
French Communist Party,0.2459016393442623,Left-wing,305,27
Resistons,0.4171974522292994,Left-wing,314,27
Nouveau Parti Anticapitaliste,0.351063829787234,Left-wing,282,27
The Greens,0.3239074550128534,Left-wing,1556,27
Debout la France,0.616580310880829,Right-wing,193,27
Republic Onwards!,0.1388888888888889,Other,72,28
Indomitable France,0.5576923076923077,Left-wing,104,28
Radical Party,0.2039473684210526,Right-wing,152,28
New Centre,0.1428571428571428,Other,14,28
Union of Democrats and Independents,0.1493506493506493,Right-wing,154,28
Union for a Popular Movement,0.2528735632183908,Right-wing,261,28
National Front,0.5584415584415584,Right-wing,308,28
Socialist Party,0.1733021077283372,Left-wing,427,28
Left Front,0.2259887005649717,Left-wing,177,28
Centrist Alliance,0.2586206896551724,Other,116,28
Left Radical Party,0.2384823848238482,Left-wing,369,28
Democratic Mouvement,0.2373417721518987,Right-wing,316,28
French Communist Party,0.1265822784810126,Left-wing,79,28
Resistons,0.2690763052208835,Left-wing,498,28
Nouveau Parti Anticapitaliste,0.2046855733662145,Left-wing,811,28
The Greens,0.1928068223952539,Left-wing,2697,28
Debout la France,0.6666666666666666,Right-wing,282,28
Republic Onwards!,0.2857142857142857,Other,28,29
Indomitable France,0.4705882352941176,Left-wing,85,29
New Centre,0.2025,Other,400,29
Centrist Alliance,0.3089430894308943,Other,123,29
Union of Democrats and Independents,0.3478260869565217,Right-wing,23,29
Union for a Popular Movement,0.1812080536912751,Right-wing,298,29
National Front,0.5563380281690141,Right-wing,284,29
Socialist Party,0.2519893899204244,Left-wing,377,29
Left Front,0.2565789473684211,Left-wing,152,29
Radical Party,0.620253164556962,Right-wing,79,29
Left Radical Party,0.2110091743119266,Left-wing,436,29
Democratic Mouvement,0.1501210653753026,Right-wing,413,29
French Communist Party,0.2961783439490446,Left-wing,314,29
Resistons,0.4145077720207253,Left-wing,193,29
Nouveau Parti Anticapitaliste,0.2478421701602959,Left-wing,811,29
The Greens,0.2744665194996321,Left-wing,1359,29
Debout la France,0.3308270676691729,Right-wing,931,29
Republic Onwards!,0.162907268170426,Other,399,30
Radical Party,0.1621621621621621,Right-wing,111,30
Indomitable France,0.2,Left-wing,10,30
New Centre,0.1304347826086956,Other,69,30
Union of Democrats and Independents,0.2727272727272727,Right-wing,99,30
Union for a Popular Movement,0.1586826347305389,Right-wing,334,30
National Front,0.5402597402597402,Right-wing,385,30
Socialist Party,0.2190721649484536,Left-wing,388,30
Left Front,0.2909090909090909,Left-wing,55,30
Centrist Alliance,0.1971830985915492,Other,71,30
Left Radical Party,0.155440414507772,Left-wing,579,30
Democratic Mouvement,0.2132196162046908,Right-wing,469,30
French Communist Party,0.6170212765957447,Left-wing,282,30
Resistons,0.2971887550200803,Left-wing,498,30
Nouveau Parti Anticapitaliste,0.1952054794520548,Left-wing,292,30
The Greens,0.2843062926459438,Left-wing,1319,30
Debout la France,0.2515923566878981,Right-wing,314,30
Republic Onwards!,0.1666666666666666,Other,72,31
Indomitable France,0.0,Left-wing,10,31
New Centre,0.2105263157894736,Other,95,31
Union of Democrats and Independents,0.2,Right-wing,190,31
Union for a Popular Movement,0.1870669745958429,Right-wing,433,31
Socialist Party,0.18854415274463,Left-wing,419,31
National Front,0.4484679665738161,Right-wing,359,31
Left Radical Party,0.2149532710280373,Left-wing,107,31
Left Front,0.2375,Left-wing,80,31
Radical Party,0.1937046004842615,Right-wing,413,31
Centrist Alliance,0.1985815602836879,Other,141,31
Democratic Mouvement,0.1988188976377952,Right-wing,508,31
French Communist Party,0.2996594778660613,Left-wing,881,31
Resistons,0.7021276595744681,Left-wing,282,31
Nouveau Parti Anticapitaliste,0.2655737704918032,Left-wing,305,31
The Greens,0.4512893982808023,Left-wing,1396,31
Debout la France,0.267515923566879,Right-wing,314,31
Republic Onwards!,0.1013513513513513,Other,148,32
Radical Party,0.1964285714285714,Right-wing,112,32
Indomitable France,0.5974025974025974,Left-wing,77,32
New Centre,0.0625,Other,48,32
Union of Democrats and Independents,0.081081081081081,Right-wing,74,32
Union for a Popular Movement,0.0915841584158415,Right-wing,404,32
National Front,0.3710407239819004,Right-wing,221,32
Socialist Party,0.1560693641618497,Left-wing,519,32
Left Front,0.1144578313253012,Left-wing,166,32
Centrist Alliance,0.1176470588235294,Other,136,32
Left Radical Party,0.1285714285714285,Left-wing,490,32
Democratic Mouvement,0.1206896551724138,Right-wing,522,32
French Communist Party,0.1645569620253164,Left-wing,79,32
Resistons,0.1663286004056795,Left-wing,493,32
Nouveau Parti Anticapitaliste,0.0256410256410256,Left-wing,39,32
The Greens,0.1365853658536585,Left-wing,1640,32
Debout la France,0.0832,Right-wing,625,32
Republic Onwards!,0.1538461538461538,Other,104,33
Indomitable France,0.5573122529644269,Left-wing,253,33
Radical Party,0.1242937853107344,Right-wing,177,33
New Centre,0.1726618705035971,Other,278,33
Union of Democrats and Independents,0.2891566265060241,Right-wing,83,33
Union for a Popular Movement,0.2188841201716738,Right-wing,233,33
National Front,0.504950495049505,Right-wing,202,33
Socialist Party,0.203971119133574,Left-wing,554,33
Left Front,0.2409638554216867,Left-wing,83,33
Centrist Alliance,0.1572327044025157,Other,159,33
Left Radical Party,0.1347517730496454,Left-wing,141,33
Democratic Mouvement,0.1650717703349282,Right-wing,418,33
French Communist Party,0.1926977687626775,Left-wing,493,33
Resistons,0.2375886524822695,Left-wing,282,33
Nouveau Parti Anticapitaliste,0.2083333333333333,Left-wing,552,33
The Greens,0.2976605276256844,Left-wing,2009,33
Debout la France,0.1719745222929936,Right-wing,314,33
Republic Onwards!,0.24,Other,75,34
Indomitable France,0.3846153846153846,Left-wing,13,34
Radical Party,0.2926829268292683,Right-wing,82,34
New Centre,0.2429906542056074,Other,107,34
Union of Democrats and Independents,0.2753623188405797,Right-wing,69,34
Union for a Popular Movement,0.2716763005780346,Right-wing,346,34
National Front,0.564625850340136,Right-wing,882,34
Socialist Party,0.3469387755102041,Left-wing,294,34
Left Front,0.3069306930693069,Left-wing,101,34
Centrist Alliance,0.25,Other,24,34
Left Radical Party,0.2338204592901878,Left-wing,479,34
Democratic Mouvement,0.3062330623306233,Right-wing,369,34
French Communist Party,0.3316062176165803,Left-wing,386,34
Resistons,0.2332657200811359,Left-wing,493,34
Nouveau Parti Anticapitaliste,0.4277673545966229,Left-wing,533,34
The Greens,0.3507306889352818,Left-wing,1437,34
Debout la France,0.2163120567375886,Right-wing,282,34
Republic Onwards!,0.2105263157894736,Other,304,35
Indomitable France,0.5841584158415841,Left-wing,101,35
Radical Party,0.1926605504587156,Right-wing,109,35
New Centre,0.1843971631205673,Other,141,35
Union of Democrats and Independents,0.2105263157894736,Right-wing,19,35
Union for a Popular Movement,0.2043010752688172,Right-wing,558,35
National Front,0.3834115805946791,Right-wing,639,35
Socialist Party,0.1451612903225806,Left-wing,248,35
Left Front,0.2307692307692307,Left-wing,156,35
Centrist Alliance,0.2615384615384615,Other,65,35
Left Radical Party,0.16875,Left-wing,160,35
Democratic Mouvement,0.2359346642468239,Right-wing,551,35
French Communist Party,0.3501849568434032,Left-wing,811,35
Resistons,0.2435233160621761,Left-wing,193,35
Nouveau Parti Anticapitaliste,0.2564102564102564,Left-wing,39,35
The Greens,0.3337078651685393,Left-wing,890,35
Debout la France,0.3072289156626506,Right-wing,498,35
Republic Onwards!,0.3482142857142857,Other,112,36
Indomitable France,0.5767790262172284,Left-wing,267,36
Radical Party,0.3191489361702128,Right-wing,94,36
New Centre,0.2689075630252101,Other,119,36
Union of Democrats and Independents,0.2422360248447205,Right-wing,161,36
Union for a Popular Movement,0.2386831275720164,Right-wing,486,36
National Front,0.4848484848484848,Right-wing,495,36
Socialist Party,0.2719780219780219,Left-wing,364,36
Left Front,0.2222222222222222,Left-wing,18,36
Centrist Alliance,0.2264150943396226,Other,159,36
Left Radical Party,0.25625,Left-wing,160,36
Democratic Mouvement,0.2398190045248869,Right-wing,221,36
French Communist Party,0.1737588652482269,Left-wing,282,36
Resistons,0.2279792746113989,Left-wing,193,36
Nouveau Parti Anticapitaliste,0.4057971014492754,Left-wing,552,36
The Greens,0.3046387154326494,Left-wing,2242,36
Debout la France,0.1719077568134172,Right-wing,477,36
Republic Onwards!,0.1698841698841698,Other,259,37
Indomitable France,0.3428571428571428,Left-wing,70,37
Centrist Alliance,0.2179487179487179,Other,78,37
New Centre,0.1720430107526881,Other,93,37
Union of Democrats and Independents,0.3478260869565217,Right-wing,23,37
Union for a Popular Movement,0.1698564593301435,Right-wing,418,37
National Front,0.4691588785046729,Right-wing,535,37
Socialist Party,0.2117794486215538,Left-wing,798,37
Left Front,0.2477064220183486,Left-wing,109,37
Radical Party,0.2466666666666666,Right-wing,150,37
Left Radical Party,0.1666666666666666,Left-wing,198,37
Democratic Mouvement,0.1515151515151515,Right-wing,231,37
French Communist Party,0.1805273833671399,Left-wing,493,37
Resistons,0.0957446808510638,Left-wing,282,37
Nouveau Parti Anticapitaliste,0.23828125,Left-wing,256,37
The Greens,0.2856083086053412,Left-wing,1348,37
Debout la France,0.163323782234957,Right-wing,349,37
Republic Onwards!,0.577922077922078,Other,154,38
Indomitable France,0.4225352112676056,Left-wing,142,38
Radical Party,0.1428571428571428,Right-wing,28,38
New Centre,0.213235294117647,Other,136,38
Union of Democrats and Independents,0.24,Right-wing,75,38
Union for a Popular Movement,0.2043596730245231,Right-wing,367,38
Socialist Party,0.1895332390381895,Left-wing,707,38
National Front,0.5070422535211268,Right-wing,284,38
Left Front,0.1964285714285714,Left-wing,112,38
Centrist Alliance,0.25,Other,12,38
Left Radical Party,0.2594752186588921,Left-wing,343,38
Democratic Mouvement,0.2150170648464164,Right-wing,293,38
French Communist Party,0.2713387241689128,Left-wing,1113,38
Resistons,0.3744680851063829,Left-wing,235,38
Nouveau Parti Anticapitaliste,0.2431506849315068,Left-wing,292,38
The Greens,0.30647795318454,Left-wing,1837,38
Debout la France,0.1241134751773049,Right-wing,282,38
Republic Onwards!,0.2947368421052631,Other,95,39
Indomitable France,0.2888888888888888,Left-wing,135,39
Radical Party,0.2142857142857142,Right-wing,14,39
New Centre,0.2612612612612612,Other,111,39
Union of Democrats and Independents,0.2167487684729064,Right-wing,203,39
Union for a Popular Movement,0.3333333333333333,Right-wing,222,39
National Front,0.58,Right-wing,600,39
Socialist Party,0.2888349514563106,Left-wing,412,39
Left Front,0.2966507177033493,Left-wing,418,39
Centrist Alliance,0.2,Other,25,39
Left Radical Party,0.25,Left-wing,196,39
Democratic Mouvement,0.2572115384615384,Right-wing,416,39
French Communist Party,0.4061096136567834,Left-wing,1113,39
Resistons,0.3795180722891566,Left-wing,498,39
Nouveau Parti Anticapitaliste,0.340983606557377,Left-wing,305,39
The Greens,0.3730853391684901,Left-wing,914,39
Debout la France,0.2198581560283688,Right-wing,282,39
Republic Onwards!,0.0547945205479452,Other,73,40
Indomitable France,0.4253731343283582,Left-wing,134,40
Radical Party,0.1323529411764706,Right-wing,68,40
New Centre,0.1,Other,120,40
Union of Democrats and Independents,0.1739130434782608,Right-wing,115,40
Union for a Popular Movement,0.1576576576576576,Right-wing,888,40
Socialist Party,0.1814345991561181,Left-wing,237,40
National Front,0.5119760479041916,Right-wing,334,40
Left Front,0.28,Left-wing,75,40
Centrist Alliance,0.1144578313253012,Other,166,40
Left Radical Party,0.2026315789473684,Left-wing,380,40
Democratic Mouvement,0.1214470284237726,Right-wing,387,40
French Communist Party,0.1518987341772152,Left-wing,79,40
Resistons,0.4152542372881356,Left-wing,236,40
Nouveau Parti Anticapitaliste,0.2411347517730496,Left-wing,282,40
The Greens,0.1671356218345526,Left-wing,1777,40
Debout la France,0.1245901639344262,Right-wing,305,40
Republic Onwards!,0.209090909090909,Other,110,41
Radical Party,0.2452830188679245,Right-wing,159,41
Indomitable France,0.2987012987012987,Left-wing,77,41
New Centre,0.2261904761904762,Other,84,41
Union of Democrats and Independents,0.2,Right-wing,15,41
Union for a Popular Movement,0.2297297297297297,Right-wing,370,41
National Front,0.6370716510903427,Right-wing,642,41
Socialist Party,0.3153153153153153,Left-wing,333,41
Left Front,0.2056737588652482,Left-wing,141,41
Centrist Alliance,0.2147435897435897,Other,312,41
Left Radical Party,0.2526539278131635,Left-wing,471,41
Democratic Mouvement,0.2297297297297297,Right-wing,370,41
French Communist Party,0.5641025641025641,Left-wing,39,41
Resistons,0.2979452054794521,Left-wing,292,41
Nouveau Parti Anticapitaliste,0.350835322195704,Left-wing,419,41
The Greens,0.324901185770751,Left-wing,1265,41
Debout la France,0.2688524590163934,Right-wing,305,41
Republic Onwards!,0.3684210526315789,Other,38,42
Radical Party,0.3061224489795918,Right-wing,147,42
Indomitable France,0.5098814229249012,Left-wing,253,42
New Centre,0.3294117647058823,Other,85,42
Union of Democrats and Independents,0.25,Right-wing,8,42
Union for a Popular Movement,0.2543554006968641,Right-wing,287,42
Socialist Party,0.2630718954248366,Left-wing,612,42
National Front,0.5549828178694158,Right-wing,582,42
Left Front,0.2903225806451613,Left-wing,62,42
Centrist Alliance,0.2543554006968641,Other,287,42
Left Radical Party,0.3333333333333333,Left-wing,288,42
Democratic Mouvement,0.2908163265306122,Right-wing,196,42
French Communist Party,0.4047796863330843,Left-wing,1339,42
Resistons,0.2721311475409836,Left-wing,305,42
Nouveau Parti Anticapitaliste,0.2553191489361702,Left-wing,282,42
The Greens,0.3305588585017835,Left-wing,841,42
Debout la France,0.3438395415472779,Right-wing,349,42
Republic Onwards!,0.072289156626506,Other,83,43
Indomitable France,0.5714285714285714,Left-wing,28,43
New Centre,0.0736842105263157,Other,95,43
Union of Democrats and Independents,0.1466666666666666,Right-wing,300,43
Union for a Popular Movement,0.1437125748502994,Right-wing,334,43
National Front,0.3529411764705882,Right-wing,459,43
Socialist Party,0.2092511013215859,Left-wing,454,43
Left Radical Party,0.0306122448979591,Left-wing,98,43
Left Front,0.09375,Left-wing,96,43
Radical Party,0.1418918918918918,Right-wing,148,43
Centrist Alliance,0.1472602739726027,Other,292,43
Democratic Mouvement,0.1686746987951807,Right-wing,332,43
French Communist Party,0.1404255319148936,Left-wing,235,43
Resistons,0.1979088872292755,Left-wing,1339,43
Nouveau Parti Anticapitaliste,0.1237322515212981,Left-wing,493,43
The Greens,0.1858254105445116,Left-wing,1157,43
Debout la France,0.2388535031847133,Right-wing,314,43
Republic Onwards!,0.1919191919191919,Other,99,44
Indomitable France,0.3298969072164948,Left-wing,97,44
New Centre,0.0980392156862745,Other,102,44
Union of Democrats and Independents,0.1554054054054054,Right-wing,148,44
Union for a Popular Movement,0.1690821256038647,Right-wing,414,44
National Front,0.4793388429752066,Right-wing,242,44
Socialist Party,0.1293532338308457,Left-wing,402,44
Left Radical Party,0.1365313653136531,Left-wing,271,44
Left Front,0.1032258064516129,Left-wing,310,44
Radical Party,0.196078431372549,Right-wing,51,44
Centrist Alliance,0.1631205673758865,Other,141,44
Democratic Mouvement,0.14004914004914,Right-wing,407,44
French Communist Party,0.1808510638297872,Left-wing,282,44
Resistons,0.1808510638297872,Left-wing,282,44
Nouveau Parti Anticapitaliste,0.1889469753547423,Left-wing,1339,44
The Greens,0.1498405951115834,Left-wing,941,44
Debout la France,0.1787916152897657,Right-wing,811,44
Republic Onwards!,0.2413793103448276,Other,58,45
Indomitable France,0.1739130434782608,Left-wing,23,45
New Centre,0.160377358490566,Other,106,45
Centrist Alliance,0.238095238095238,Other,168,45
Union of Democrats and Independents,0.1263157894736842,Right-wing,95,45
Union for a Popular Movement,0.2112970711297071,Right-wing,478,45
National Front,0.5403225806451613,Right-wing,248,45
Socialist Party,0.1365853658536585,Left-wing,205,45
Left Front,0.1292517006802721,Left-wing,294,45
Radical Party,0.1203007518796992,Right-wing,133,45
Left Radical Party,0.1649484536082474,Left-wing,194,45
Democratic Mouvement,0.1157894736842105,Right-wing,285,45
French Communist Party,0.1648,Left-wing,625,45
Resistons,0.2682926829268293,Left-wing,533,45
Nouveau Parti Anticapitaliste,0.1872340425531914,Left-wing,235,45
The Greens,0.2052128010557571,Left-wing,3031,45
Debout la France,0.1485507246376811,Right-wing,552,45
Republic Onwards!,0.1785714285714285,Other,140,46
Radical Party,0.1320293398533007,Right-wing,409,46
Indomitable France,0.7962962962962963,Left-wing,54,46
New Centre,0.0666666666666666,Other,15,46
Union of Democrats and Independents,0.2040816326530612,Right-wing,98,46
Union for a Popular Movement,0.209205020920502,Right-wing,239,46
National Front,0.4772036474164133,Right-wing,329,46
Socialist Party,0.209090909090909,Left-wing,550,46
Left Front,0.2413793103448276,Left-wing,29,46
Centrist Alliance,0.225,Other,280,46
Left Radical Party,0.1576227390180878,Left-wing,387,46
Democratic Mouvement,0.2163120567375886,Right-wing,282,46
French Communist Party,0.202127659574468,Left-wing,282,46
Resistons,0.1392405063291139,Left-wing,79,46
Nouveau Parti Anticapitaliste,0.2664165103189493,Left-wing,533,46
The Greens,0.2040983606557377,Left-wing,1220,46
Debout la France,0.2461814914645103,Right-wing,1113,46
Republic Onwards!,0.1122448979591836,Other,98,47
Indomitable France,0.7936507936507936,Left-wing,63,47
Centrist Alliance,0.046875,Other,64,47
New Centre,0.4324324324324324,Other,74,47
Union of Democrats and Independents,0.149812734082397,Right-wing,267,47
Union for a Popular Movement,0.1166666666666666,Right-wing,180,47
National Front,0.3432343234323432,Right-wing,303,47
Socialist Party,0.1360201511335012,Left-wing,397,47
Left Front,0.1102362204724409,Left-wing,127,47
Radical Party,0.1867469879518072,Right-wing,166,47
Left Radical Party,0.1220159151193634,Left-wing,377,47
Democratic Mouvement,0.161231884057971,Right-wing,552,47
French Communist Party,0.1061643835616438,Left-wing,292,47
Resistons,0.2128454070201643,Left-wing,1339,47
Nouveau Parti Anticapitaliste,0.1956521739130435,Left-wing,92,47
The Greens,0.2656364974245769,Left-wing,1359,47
Debout la France,0.176,Right-wing,625,47
Republic Onwards!,0.4583333333333333,Other,24,48
Indomitable France,0.6904761904761905,Left-wing,84,48
New Centre,0.2929936305732484,Other,157,48
Centrist Alliance,0.2760180995475113,Other,221,48
Union of Democrats and Independents,0.1666666666666666,Right-wing,66,48
Union for a Popular Movement,0.2103321033210332,Right-wing,271,48
Socialist Party,0.2586872586872586,Left-wing,259,48
National Front,0.5376344086021505,Right-wing,372,48
Left Front,0.1927710843373494,Left-wing,83,48
Radical Party,0.1352941176470588,Right-wing,170,48
Left Radical Party,0.2485768500948766,Left-wing,527,48
Democratic Mouvement,0.198,Right-wing,500,48
French Communist Party,0.1822033898305084,Left-wing,236,48
Resistons,0.2887828162291169,Left-wing,419,48
Nouveau Parti Anticapitaliste,0.2534818941504178,Left-wing,359,48
The Greens,0.2680464411913175,Left-wing,1981,48
Debout la France,0.1967545638945233,Right-wing,493,48
Republic Onwards!,0.2,Other,265,49
Radical Party,0.2364864864864864,Right-wing,148,49
Indomitable France,0.3950617283950617,Left-wing,81,49
New Centre,0.417910447761194,Other,134,49
Union of Democrats and Independents,0.2774869109947644,Right-wing,191,49
Union for a Popular Movement,0.2217898832684824,Right-wing,257,49
National Front,0.678743961352657,Right-wing,414,49
Socialist Party,0.337719298245614,Left-wing,228,49
Left Front,0.2857142857142857,Left-wing,21,49
Centrist Alliance,0.3765432098765432,Other,324,49
Left Radical Party,0.2757111597374179,Left-wing,457,49
Democratic Mouvement,0.3032786885245901,Right-wing,244,49
French Communist Party,0.2746113989637305,Left-wing,386,49
Resistons,0.2327868852459016,Left-wing,305,49
Nouveau Parti Anticapitaliste,0.2776735459662289,Left-wing,533,49
The Greens,0.4349403836184551,Left-wing,1929,49
Debout la France,0.3914893617021276,Right-wing,235,49
Republic Onwards!,0.1506849315068493,Other,73,50
Radical Party,0.1440677966101695,Right-wing,118,50
Indomitable France,0.4444444444444444,Left-wing,27,50
New Centre,0.1785714285714285,Other,84,50
Union of Democrats and Independents,0.2644628099173554,Right-wing,242,50
Union for a Popular Movement,0.1735537190082644,Right-wing,363,50
National Front,0.4618369987063389,Right-wing,773,50
Socialist Party,0.1852941176470588,Left-wing,340,50
Left Front,0.2048192771084337,Left-wing,83,50
Centrist Alliance,0.293103448275862,Other,58,50
Left Radical Party,0.1893939393939394,Left-wing,264,50
Democratic Mouvement,0.1497120921305182,Right-wing,521,50
French Communist Party,0.2735507246376811,Left-wing,552,50
Resistons,0.1243523316062176,Left-wing,193,50
Nouveau Parti Anticapitaliste,0.2674094707520891,Left-wing,359,50
The Greens,0.1536502546689304,Left-wing,1178,50
Debout la France,0.1927710843373494,Right-wing,498,50
Republic Onwards!,0.3888888888888889,Other,72,51
Radical Party,0.1157024793388429,Right-wing,121,51
Indomitable France,0.1904761904761904,Left-wing,21,51
New Centre,0.2763157894736842,Other,76,51
Union of Democrats and Independents,0.25,Right-wing,196,51
Union for a Popular Movement,0.2454545454545454,Right-wing,220,51
National Front,0.6234132581100141,Right-wing,709,51
Socialist Party,0.2140672782874617,Left-wing,327,51
Left Front,0.1858974358974359,Left-wing,156,51
Centrist Alliance,0.325,Other,160,51
Left Radical Party,0.2658610271903323,Left-wing,662,51
Democratic Mouvement,0.2469512195121951,Right-wing,328,51
French Communist Party,0.358695652173913,Left-wing,92,51
Resistons,0.3079710144927536,Left-wing,552,51
Nouveau Parti Anticapitaliste,0.2340425531914893,Left-wing,235,51
The Greens,0.2339027595269382,Left-wing,1522,51
Debout la France,0.5384615384615384,Right-wing,39,51
Republic Onwards!,0.2105263157894736,Other,171,52
Radical Party,0.141025641025641,Right-wing,78,52
Indomitable France,0.5795454545454546,Left-wing,88,52
New Centre,0.1857142857142857,Other,70,52
Union of Democrats and Independents,0.2597402597402597,Right-wing,77,52
Union for a Popular Movement,0.1290322580645161,Right-wing,713,52
Socialist Party,0.1650485436893204,Left-wing,618,52
National Front,0.4660194174757281,Right-wing,103,52
Left Front,0.0967741935483871,Left-wing,62,52
Centrist Alliance,0.1491228070175438,Other,114,52
Left Radical Party,0.1794871794871795,Left-wing,234,52
Democratic Mouvement,0.1825557809330628,Right-wing,493,52
French Communist Party,0.1364902506963788,Left-wing,359,52
Resistons,0.1796945193171608,Left-wing,1113,52
Nouveau Parti Anticapitaliste,0.2680851063829787,Left-wing,235,52
The Greens,0.1598130841121495,Left-wing,1070,52
Debout la France,0.2028639618138424,Right-wing,419,52
Republic Onwards!,0.3466666666666667,Other,75,53
Indomitable France,0.4901960784313725,Left-wing,255,53
Radical Party,0.375,Right-wing,32,53
New Centre,0.0833333333333333,Other,12,53
Union of Democrats and Independents,0.2586206896551724,Right-wing,116,53
