party,year,score,orientation,counts,random_state
The Left,2013,0.3969375736160188,Left-wing,849,14
The Left,2017,0.1818181818181818,Left-wing,220,14
Alliance‘90-Greens,2002,0.2238805970149253,Left-wing,402,14
Christian Democratic Union-Christian Social Union,2013,0.4825,Right-wing,400,14
Social Democratic Party of Germany,2005,0.3485477178423236,Left-wing,241,14
Alternative for Germany,2013,0.6045197740112994,Right-wing,354,14
Social Democratic Party of Germany,2002,0.1447811447811448,Left-wing,297,14
Christian Democratic Union-Christian Social Union,2002,0.3067484662576687,Right-wing,163,14
Alliance‘90-Greens,2005,0.3255813953488372,Left-wing,86,14
Alliance‘90-Greens,2017,0.2506738544474393,Left-wing,371,14
Social Democratic Party of Germany,2009,0.2627450980392157,Left-wing,255,14
Free Democratic Party,2017,0.2620689655172414,Right-wing,290,14
Free Democratic Party,2013,0.2218430034129692,Right-wing,293,14
Christian Democratic Union-Christian Social Union,2017,0.142156862745098,Right-wing,204,14
Alliance‘90-Greens,2009,0.1447963800904977,Left-wing,221,14
Free Democratic Party,2009,0.1986754966887417,Right-wing,151,14
Party of Democratic Socialism,2005,0.304054054054054,Left-wing,148,14
Social Democratic Party of Germany,2013,0.1755725190839694,Left-wing,131,14
Alliance‘90-Greens,2013,0.0,Left-wing,12,14
Pirates,2013,0.4226633581472291,Other,1209,14
Social Democratic Party of Germany,2009,0.3233256351039261,Left-wing,433,15
Alliance‘90-Greens,2017,0.2034482758620689,Left-wing,870,15
Free Democratic Party,2005,0.2564935064935065,Right-wing,308,15
Alliance‘90-Greens,2013,0.2349397590361445,Left-wing,332,15
Free Democratic Party,2009,0.2275132275132275,Right-wing,567,15
Free Democratic Party,2017,0.2438650306748466,Right-wing,652,15
The Left,2013,0.3391003460207612,Left-wing,289,15
Free Democratic Party,2013,0.2215909090909091,Right-wing,352,15
Social Democratic Party of Germany,2002,0.2766439909297052,Left-wing,441,15
Christian Democratic Union-Christian Social Union,2002,0.3492462311557789,Right-wing,398,15
Alliance‘90-Greens,2009,0.2274881516587677,Left-wing,211,15
The Left,2009,0.4475873544093178,Left-wing,601,15
Party of Democratic Socialism,2005,0.2675438596491228,Left-wing,228,15
Alliance‘90-Greens,2002,0.2164383561643835,Left-wing,365,15
Alternative for Germany,2017,0.3316582914572864,Right-wing,199,15
Christian Democratic Union-Christian Social Union,2013,0.2372881355932203,Right-wing,413,15
Free Democratic Party,2002,0.4545454545454545,Right-wing,385,15
Party of Democratic Socialism,2002,0.3821656050955414,Left-wing,157,15
The Left,2017,0.3815789473684211,Left-wing,228,15
Christian Democratic Union-Christian Social Union,2009,0.2346938775510204,Right-wing,196,15
Social Democratic Party of Germany,2005,0.2559523809523809,Left-wing,336,15
Christian Democratic Union-Christian Social Union,2005,0.3777777777777777,Right-wing,225,15
Social Democratic Party of Germany,2013,0.3432835820895522,Left-wing,134,15
Alternative for Germany,2013,0.304635761589404,Right-wing,302,15
Alliance‘90-Greens,2005,0.3076923076923077,Left-wing,13,15
Social Democratic Party of Germany,2017,0.31,Left-wing,100,15
Christian Democratic Union-Christian Social Union,2017,0.3269230769230769,Right-wing,104,15
Pirates,2013,0.3126760563380282,Other,710,15
The Left,2013,0.6320132013201321,Left-wing,606,16
Christian Democratic Union-Christian Social Union,2013,0.2819843342036554,Right-wing,383,16
Alliance‘90-Greens,2013,0.3168724279835391,Left-wing,243,16
Party of Democratic Socialism,2002,0.2942643391521197,Left-wing,401,16
Social Democratic Party of Germany,2017,0.3002544529262086,Left-wing,393,16
The Left,2009,0.5227008149010477,Left-wing,859,16
Alliance‘90-Greens,2009,0.2553191489361702,Left-wing,235,16
Christian Democratic Union-Christian Social Union,2005,0.2397260273972602,Right-wing,146,16
Christian Democratic Union-Christian Social Union,2017,0.336322869955157,Right-wing,223,16
Alternative for Germany,2017,0.4450127877237851,Right-wing,391,16
Free Democratic Party,2002,0.4255813953488372,Right-wing,430,16
Social Democratic Party of Germany,2002,0.3471337579617834,Left-wing,314,16
Free Democratic Party,2005,0.3356401384083045,Right-wing,578,16
Alliance‘90-Greens,2017,0.2539267015706806,Left-wing,382,16
Social Democratic Party of Germany,2005,0.2736842105263158,Left-wing,285,16
Social Democratic Party of Germany,2009,0.34375,Left-wing,448,16
Social Democratic Party of Germany,2013,0.2401960784313725,Left-wing,204,16
Alliance‘90-Greens,2002,0.4394213381555154,Left-wing,553,16
Party of Democratic Socialism,2005,0.3129770992366412,Left-wing,131,16
Alternative for Germany,2013,0.4105263157894737,Right-wing,285,16
Christian Democratic Union-Christian Social Union,2009,0.2035398230088495,Right-wing,113,16
Free Democratic Party,2017,0.2484076433121019,Right-wing,314,16
Free Democratic Party,2013,0.264069264069264,Right-wing,231,16
The Left,2017,0.2962962962962963,Left-wing,378,16
Free Democratic Party,2009,0.2432432432432432,Right-wing,185,16
Christian Democratic Union-Christian Social Union,2002,0.1923076923076923,Right-wing,104,16
Alliance‘90-Greens,2005,0.125,Left-wing,8,16
Pirates,2013,0.2862745098039215,Other,765,16
Free Democratic Party,2005,0.3222591362126246,Right-wing,301,17
Alliance‘90-Greens,2017,0.2870229007633588,Left-wing,655,17
Christian Democratic Union-Christian Social Union,2009,0.213235294117647,Right-wing,544,17
Free Democratic Party,2013,0.2413793103448276,Right-wing,174,17
Social Democratic Party of Germany,2005,0.2744063324538258,Left-wing,379,17
Christian Democratic Union-Christian Social Union,2005,0.2235294117647059,Right-wing,340,17
Alternative for Germany,2013,0.4812030075187969,Right-wing,266,17
Social Democratic Party of Germany,2002,0.1795580110497237,Left-wing,362,17
Free Democratic Party,2002,0.2179487179487179,Right-wing,858,17
Social Democratic Party of Germany,2017,0.319672131147541,Left-wing,122,17
Social Democratic Party of Germany,2013,0.1567164179104477,Left-wing,402,17
The Left,2017,0.3784860557768924,Left-wing,251,17
Christian Democratic Union-Christian Social Union,2013,0.3069306930693069,Right-wing,404,17
Free Democratic Party,2009,0.1537162162162162,Right-wing,592,17
Party of Democratic Socialism,2002,0.4508009153318077,Left-wing,437,17
Alliance‘90-Greens,2009,0.2931818181818181,Left-wing,440,17
Free Democratic Party,2017,0.3649289099526066,Right-wing,211,17
Party of Democratic Socialism,2005,0.2642045454545454,Left-wing,352,17
Christian Democratic Union-Christian Social Union,2017,0.1725490196078431,Right-wing,255,17
Alternative for Germany,2017,0.4444444444444444,Right-wing,207,17
Christian Democratic Union-Christian Social Union,2002,0.2366071428571428,Right-wing,224,17
Social Democratic Party of Germany,2009,0.3596491228070175,Left-wing,228,17
Alliance‘90-Greens,2013,0.2167832167832167,Left-wing,143,17
Alliance‘90-Greens,2002,0.1931818181818181,Left-wing,88,17
The Left,2009,0.374025974025974,Left-wing,385,17
Alliance‘90-Greens,2005,0.3559322033898305,Left-wing,118,17
The Left,2013,0.0909090909090909,Left-wing,11,17
Pirates,2013,0.3231225296442688,Other,1012,17
The Left,2009,0.2085308056872037,Left-wing,211,18
Social Democratic Party of Germany,2017,0.2087912087912088,Left-wing,455,18
Social Democratic Party of Germany,2005,0.5903307888040712,Left-wing,393,18
Alliance‘90-Greens,2002,0.3155258764607679,Left-wing,599,18
Social Democratic Party of Germany,2002,0.3945578231292517,Left-wing,147,18
Free Democratic Party,2017,0.2272727272727272,Right-wing,352,18
Party of Democratic Socialism,2005,0.1580381471389645,Left-wing,367,18
Christian Democratic Union-Christian Social Union,2002,0.2361623616236162,Right-wing,271,18
Alliance‘90-Greens,2017,0.2877697841726618,Left-wing,139,18
Social Democratic Party of Germany,2013,0.2637362637362637,Left-wing,273,18
Free Democratic Party,2005,0.2373333333333333,Right-wing,375,18
The Left,2017,0.3939393939393939,Left-wing,561,18
Alliance‘90-Greens,2013,0.1888888888888888,Left-wing,450,18
Christian Democratic Union-Christian Social Union,2013,0.2956810631229236,Right-wing,903,18
Christian Democratic Union-Christian Social Union,2017,0.1137724550898203,Right-wing,334,18
The Left,2013,0.5341880341880342,Left-wing,234,18
Free Democratic Party,2002,0.1366906474820144,Right-wing,417,18
Christian Democratic Union-Christian Social Union,2009,0.1781914893617021,Right-wing,376,18
Social Democratic Party of Germany,2009,0.2528735632183908,Left-wing,174,18
Alternative for Germany,2017,0.5836236933797909,Right-wing,574,18
Free Democratic Party,2013,0.2210884353741496,Right-wing,294,18
Christian Democratic Union-Christian Social Union,2005,0.2597864768683274,Right-wing,281,18
Free Democratic Party,2009,0.1401869158878504,Right-wing,214,18
Alternative for Germany,2013,0.2872340425531915,Right-wing,188,18
Party of Democratic Socialism,2002,0.1919642857142857,Left-wing,224,18
Alliance‘90-Greens,2009,0.2361111111111111,Left-wing,144,18
Alliance‘90-Greens,2005,0.3333333333333333,Left-wing,9,18
Pirates,2013,0.4565916398713826,Other,311,18
Free Democratic Party,2009,0.2398648648648648,Right-wing,296,19
Social Democratic Party of Germany,2005,0.1787564766839378,Left-wing,386,19
Alliance‘90-Greens,2005,0.1787234042553191,Left-wing,470,19
Christian Democratic Union-Christian Social Union,2002,0.3081081081081081,Right-wing,370,19
Christian Democratic Union-Christian Social Union,2005,0.2542372881355932,Right-wing,236,19
The Left,2009,0.3348837209302325,Left-wing,215,19
Alliance‘90-Greens,2017,0.1794019933554817,Left-wing,301,19
Alternative for Germany,2013,0.2996742671009772,Right-wing,307,19
Social Democratic Party of Germany,2017,0.1946006749156355,Left-wing,889,19
The Left,2013,0.3486005089058524,Left-wing,393,19
Social Democratic Party of Germany,2009,0.2897959183673469,Left-wing,245,19
Party of Democratic Socialism,2005,0.2376760563380281,Left-wing,568,19
Alliance‘90-Greens,2009,0.1443123938879456,Left-wing,589,19
Alternative for Germany,2017,0.4260869565217391,Right-wing,115,19
Alliance‘90-Greens,2002,0.1977401129943503,Left-wing,354,19
Christian Democratic Union-Christian Social Union,2017,0.1559888579387186,Right-wing,359,19
Free Democratic Party,2005,0.1838565022421524,Right-wing,223,19
Free Democratic Party,2013,0.2985781990521327,Right-wing,211,19
Free Democratic Party,2017,0.2413793103448276,Right-wing,145,19
Party of Democratic Socialism,2002,0.2443946188340807,Left-wing,446,19
Social Democratic Party of Germany,2013,0.25,Left-wing,136,19
The Left,2017,0.4072398190045249,Left-wing,221,19
Social Democratic Party of Germany,2002,0.3370786516853932,Left-wing,89,19
Alliance‘90-Greens,2013,0.2082111436950146,Left-wing,341,19
Free Democratic Party,2002,0.1701112877583465,Right-wing,629,19
Christian Democratic Union-Christian Social Union,2013,0.1867469879518072,Right-wing,166,19
Christian Democratic Union-Christian Social Union,2009,0.3076923076923077,Right-wing,13,19
Pirates,2013,0.2824360105913504,Other,1133,19
Free Democratic Party,2002,0.2488888888888888,Right-wing,225,20
Party of Democratic Socialism,2002,0.2445141065830721,Left-wing,319,20
Christian Democratic Union-Christian Social Union,2002,0.3317757009345794,Right-wing,856,20
Alternative for Germany,2013,0.4357638888888889,Right-wing,576,20
Free Democratic Party,2017,0.2960413080895008,Right-wing,581,20
The Left,2009,0.3166666666666666,Left-wing,120,20
Alliance‘90-Greens,2002,0.2837370242214533,Left-wing,289,20
Free Democratic Party,2013,0.251207729468599,Right-wing,207,20
Alliance‘90-Greens,2005,0.303030303030303,Left-wing,231,20
Christian Democratic Union-Christian Social Union,2009,0.2659340659340659,Right-wing,455,20
Social Democratic Party of Germany,2009,0.3274336283185841,Left-wing,113,20
Alternative for Germany,2017,0.425,Right-wing,240,20
Party of Democratic Socialism,2005,0.3333333333333333,Left-wing,240,20
Alliance‘90-Greens,2017,0.2493074792243767,Left-wing,361,20
The Left,2017,0.4281150159744409,Left-wing,626,20
Christian Democratic Union-Christian Social Union,2013,0.2056277056277056,Right-wing,462,20
Social Democratic Party of Germany,2013,0.2989417989417989,Left-wing,378,20
Social Democratic Party of Germany,2002,0.2511627906976744,Left-wing,430,20
Christian Democratic Union-Christian Social Union,2005,0.4265402843601896,Right-wing,211,20
Free Democratic Party,2005,0.2652519893899204,Right-wing,377,20
Social Democratic Party of Germany,2005,0.2781456953642384,Left-wing,151,20
Social Democratic Party of Germany,2017,0.2937062937062937,Left-wing,143,20
The Left,2013,0.436950146627566,Left-wing,341,20
Alliance‘90-Greens,2009,0.3366013071895425,Left-wing,306,20
Alliance‘90-Greens,2013,0.4168937329700272,Left-wing,367,20
Christian Democratic Union-Christian Social Union,2017,0.2790697674418604,Right-wing,86,20
Free Democratic Party,2009,0.375,Right-wing,8,20
Pirates,2013,0.3302207130730051,Other,1178,20
Social Democratic Party of Germany,2013,0.3041958041958042,Left-wing,286,21
The Left,2013,0.3349282296650718,Left-wing,209,21
Social Democratic Party of Germany,2002,0.2379603399433427,Left-wing,353,21
Free Democratic Party,2017,0.4964200477326969,Right-wing,419,21
The Left,2017,0.5146103896103896,Left-wing,616,21
Social Democratic Party of Germany,2009,0.2385120350109409,Left-wing,457,21
Party of Democratic Socialism,2002,0.3632336655592469,Left-wing,903,21
Alternative for Germany,2017,0.4160583941605839,Right-wing,548,21
Free Democratic Party,2009,0.298780487804878,Right-wing,164,21
Christian Democratic Union-Christian Social Union,2005,0.3715670436187399,Right-wing,619,21
Christian Democratic Union-Christian Social Union,2017,0.2076124567474048,Right-wing,289,21
Social Democratic Party of Germany,2017,0.2935779816513761,Left-wing,109,21
Christian Democratic Union-Christian Social Union,2009,0.2237442922374429,Right-wing,219,21
Alliance‘90-Greens,2009,0.2285714285714285,Left-wing,420,21
Christian Democratic Union-Christian Social Union,2013,0.239067055393586,Right-wing,343,21
Social Democratic Party of Germany,2005,0.3045112781954887,Left-wing,266,21
Party of Democratic Socialism,2005,0.3690987124463519,Left-wing,233,21
Alliance‘90-Greens,2013,0.2672413793103448,Left-wing,232,21
Alliance‘90-Greens,2002,0.3552631578947368,Left-wing,304,21
Free Democratic Party,2002,0.3732394366197183,Right-wing,142,21
Alliance‘90-Greens,2017,0.2365591397849462,Left-wing,372,21
Alternative for Germany,2013,0.3054187192118227,Right-wing,203,21
Free Democratic Party,2013,0.1831395348837209,Right-wing,344,21
Free Democratic Party,2005,0.2739361702127659,Right-wing,376,21
Christian Democratic Union-Christian Social Union,2002,0.4,Right-wing,90,21
Alliance‘90-Greens,2005,0.2805755395683453,Left-wing,139,21
The Left,2009,0.2,Left-wing,5,21
Pirates,2013,0.2272379495026779,Other,1307,21
The Left,2013,0.4531963470319635,Left-wing,876,22
Social Democratic Party of Germany,2017,0.2779291553133515,Left-wing,367,22
Free Democratic Party,2017,0.2389162561576354,Right-wing,406,22
Social Democratic Party of Germany,2013,0.2736156351791531,Left-wing,307,22
Alliance‘90-Greens,2002,0.3684210526315789,Left-wing,171,22
Party of Democratic Socialism,2005,0.3582995951417004,Left-wing,494,22
Free Democratic Party,2009,0.2076124567474048,Right-wing,289,22
Christian Democratic Union-Christian Social Union,2013,0.1906779661016949,Right-wing,236,22
Free Democratic Party,2002,0.3441558441558441,Right-wing,616,22
Party of Democratic Socialism,2002,0.2451612903225806,Left-wing,465,22
Free Democratic Party,2013,0.3698224852071006,Right-wing,338,22
Social Democratic Party of Germany,2009,0.1805869074492099,Left-wing,443,22
Alliance‘90-Greens,2009,0.1502347417840375,Left-wing,213,22
Free Democratic Party,2005,0.2,Right-wing,235,22
Christian Democratic Union-Christian Social Union,2009,0.3053221288515406,Right-wing,357,22
Christian Democratic Union-Christian Social Union,2005,0.1526717557251908,Right-wing,131,22
The Left,2009,0.6040462427745664,Left-wing,346,22
Christian Democratic Union-Christian Social Union,2017,0.2818181818181818,Right-wing,220,22
Alternative for Germany,2013,0.4297124600638977,Right-wing,626,22
The Left,2017,0.3475783475783476,Left-wing,351,22
Social Democratic Party of Germany,2002,0.2508710801393728,Left-wing,287,22
Alliance‘90-Greens,2005,0.2475247524752475,Left-wing,101,22
Christian Democratic Union-Christian Social Union,2002,0.288,Right-wing,250,22
Social Democratic Party of Germany,2005,0.3391089108910891,Left-wing,404,22
Alliance‘90-Greens,2013,0.140625,Left-wing,128,22
Alternative for Germany,2017,0.3389830508474576,Right-wing,236,22
Alliance‘90-Greens,2017,0.3076923076923077,Left-wing,13,22
Pirates,2013,0.2438524590163934,Other,488,22
Party of Democratic Socialism,2005,0.1748071979434447,Left-wing,389,23
Alliance‘90-Greens,2017,0.2244897959183673,Left-wing,294,23
The Left,2013,0.5028248587570622,Left-wing,354,23
Social Democratic Party of Germany,2005,0.1725663716814159,Left-wing,226,23
Alliance‘90-Greens,2009,0.1729323308270676,Left-wing,399,23
Social Democratic Party of Germany,2002,0.2346368715083799,Left-wing,358,23
Free Democratic Party,2017,0.1957671957671957,Right-wing,189,23
Party of Democratic Socialism,2002,0.2546296296296296,Left-wing,216,23
Social Democratic Party of Germany,2013,0.1792,Left-wing,625,23
The Left,2009,0.3416666666666667,Left-wing,120,23
Christian Democratic Union-Christian Social Union,2009,0.1528384279475982,Right-wing,229,23
Alternative for Germany,2013,0.3602941176470588,Right-wing,136,23
Social Democratic Party of Germany,2017,0.2931506849315068,Left-wing,365,23
Christian Democratic Union-Christian Social Union,2017,0.2354312354312354,Right-wing,858,23
The Left,2017,0.3598326359832636,Left-wing,239,23
Social Democratic Party of Germany,2009,0.2,Left-wing,295,23
Christian Democratic Union-Christian Social Union,2013,0.1622340425531915,Right-wing,376,23
Free Democratic Party,2005,0.1807511737089202,Right-wing,426,23
Alliance‘90-Greens,2005,0.2220039292730845,Left-wing,509,23
Free Democratic Party,2002,0.2645739910313901,Right-wing,223,23
Christian Democratic Union-Christian Social Union,2005,0.2064343163538874,Right-wing,373,23
Alliance‘90-Greens,2013,0.2466666666666666,Left-wing,150,23
Alliance‘90-Greens,2002,0.2727272727272727,Left-wing,231,23
Alternative for Germany,2017,0.3121212121212121,Right-wing,330,23
Christian Democratic Union-Christian Social Union,2002,0.1863560732113144,Right-wing,601,23
Free Democratic Party,2013,0.1935483870967742,Right-wing,93,23
Free Democratic Party,2009,0.3333333333333333,Right-wing,6,23
Pirates,2013,0.2242547425474254,Other,1476,23
Alternative for Germany,2017,0.4244791666666667,Right-wing,384,24
Free Democratic Party,2013,0.335064935064935,Right-wing,385,24
Christian Democratic Union-Christian Social Union,2009,0.2557077625570776,Right-wing,219,24
Alliance‘90-Greens,2013,0.3150684931506849,Left-wing,292,24
Social Democratic Party of Germany,2017,0.4528735632183908,Left-wing,435,24
Christian Democratic Union-Christian Social Union,2013,0.3327526132404181,Right-wing,574,24
The Left,2017,0.5050847457627119,Left-wing,295,24
Alliance‘90-Greens,2005,0.2764227642276423,Left-wing,123,24
Alliance‘90-Greens,2002,0.2908163265306122,Left-wing,392,24
The Left,2013,0.635670731707317,Left-wing,656,24
Party of Democratic Socialism,2005,0.3920863309352518,Left-wing,278,24
Christian Democratic Union-Christian Social Union,2002,0.4116331096196868,Right-wing,447,24
Free Democratic Party,2017,0.3045454545454545,Right-wing,220,24
Social Democratic Party of Germany,2005,0.2892561983471074,Left-wing,363,24
Alternative for Germany,2013,0.5884315906562848,Right-wing,899,24
Alliance‘90-Greens,2017,0.3640552995391705,Left-wing,217,24
Free Democratic Party,2009,0.2262210796915167,Right-wing,389,24
Free Democratic Party,2005,0.2699386503067484,Right-wing,163,24
The Left,2009,0.512,Left-wing,375,24
Free Democratic Party,2002,0.4732965009208103,Right-wing,543,24
Social Democratic Party of Germany,2013,0.2951541850220264,Left-wing,227,24
Christian Democratic Union-Christian Social Union,2005,0.4297872340425532,Right-wing,235,24
Social Democratic Party of Germany,2009,0.3218390804597701,Left-wing,87,24
Alliance‘90-Greens,2009,0.2740384615384615,Left-wing,208,24
Social Democratic Party of Germany,2002,0.2767295597484276,Left-wing,159,24
Christian Democratic Union-Christian Social Union,2017,0.3695652173913043,Right-wing,138,24
Party of Democratic Socialism,2002,0.2,Left-wing,10,24
Pirates,2013,0.2074139452780229,Other,1133,24
Social Democratic Party of Germany,2002,0.3258426966292135,Left-wing,356,25
Alliance‘90-Greens,2009,0.2532751091703056,Left-wing,916,25
The Left,2009,0.5555555555555556,Left-wing,171,25
The Left,2013,0.5416666666666666,Left-wing,288,25
Party of Democratic Socialism,2005,0.3380681818181818,Left-wing,352,25
Social Democratic Party of Germany,2005,0.3720316622691293,Left-wing,379,25
Alliance‘90-Greens,2017,0.2198391420911528,Left-wing,373,25
Social Democratic Party of Germany,2013,0.2447257383966244,Left-wing,237,25
Social Democratic Party of Germany,2009,0.4812030075187969,Left-wing,133,25
Christian Democratic Union-Christian Social Union,2017,0.2765567765567766,Right-wing,546,25
Party of Democratic Socialism,2002,0.3409090909090909,Left-wing,132,25
Free Democratic Party,2005,0.2301710730948678,Right-wing,643,25
Social Democratic Party of Germany,2017,0.4120171673819742,Left-wing,466,25
Free Democratic Party,2002,0.2104347826086956,Right-wing,575,25
Christian Democratic Union-Christian Social Union,2013,0.2752293577981651,Right-wing,218,25
Free Democratic Party,2013,0.4485981308411215,Right-wing,214,25
Christian Democratic Union-Christian Social Union,2005,0.3963133640552995,Right-wing,217,25
Christian Democratic Union-Christian Social Union,2009,0.3856041131105398,Right-wing,389,25
The Left,2017,0.2696629213483146,Left-wing,89,25
Christian Democratic Union-Christian Social Union,2002,0.4315068493150685,Right-wing,146,25
Alliance‘90-Greens,2005,0.3630434782608696,Left-wing,460,25
Free Democratic Party,2009,0.3023255813953488,Right-wing,301,25
Alternative for Germany,2017,0.5,Right-wing,356,25
Free Democratic Party,2017,0.3811881188118812,Right-wing,202,25
Alternative for Germany,2013,0.381625441696113,Right-wing,283,25
Alliance‘90-Greens,2002,0.3076923076923077,Left-wing,247,25
Alliance‘90-Greens,2013,0.5,Left-wing,10,25
Pirates,2013,0.4108658743633276,Other,1178,25
Alliance‘90-Greens,2009,0.2521367521367521,Left-wing,234,26
Alternative for Germany,2017,0.2429906542056074,Right-wing,214,26
Free Democratic Party,2009,0.299625468164794,Right-wing,267,26
Christian Democratic Union-Christian Social Union,2009,0.2567567567567567,Right-wing,370,26
Free Democratic Party,2017,0.2777142857142857,Right-wing,875,26
Social Democratic Party of Germany,2013,0.2228260869565217,Left-wing,368,26
The Left,2013,0.5710306406685237,Left-wing,359,26
Alternative for Germany,2013,0.4818897637795276,Right-wing,635,26
Christian Democratic Union-Christian Social Union,2013,0.3153153153153153,Right-wing,333,26
Social Democratic Party of Germany,2002,0.2594339622641509,Left-wing,212,26
Party of Democratic Socialism,2002,0.2162162162162162,Left-wing,222,26
Social Democratic Party of Germany,2009,0.244865718799368,Left-wing,633,26
Alliance‘90-Greens,2005,0.1991150442477876,Left-wing,452,26
Alliance‘90-Greens,2017,0.2806122448979591,Left-wing,392,26
Free Democratic Party,2002,0.2339449541284403,Right-wing,218,26
Social Democratic Party of Germany,2017,0.2672811059907834,Left-wing,434,26
Free Democratic Party,2005,0.1957040572792363,Right-wing,419,26
Christian Democratic Union-Christian Social Union,2002,0.1884057971014492,Right-wing,138,26
The Left,2017,0.3511450381679389,Left-wing,262,26
Christian Democratic Union-Christian Social Union,2017,0.2214532871972318,Right-wing,289,26
Party of Democratic Socialism,2005,0.288695652173913,Left-wing,575,26
Free Democratic Party,2013,0.1934306569343065,Right-wing,274,26
The Left,2009,0.4565217391304347,Left-wing,368,26
Social Democratic Party of Germany,2005,0.2053571428571428,Left-wing,112,26
Alliance‘90-Greens,2002,0.36875,Left-wing,160,26
Alliance‘90-Greens,2013,0.25,Left-wing,84,26
Christian Democratic Union-Christian Social Union,2005,0.5714285714285714,Right-wing,7,26
Pirates,2013,0.25,Other,488,26
Social Democratic Party of Germany,2017,0.1457858769931662,Left-wing,439,27
Party of Democratic Socialism,2005,0.4015748031496063,Left-wing,254,27
Alliance‘90-Greens,2013,0.1517027863777089,Left-wing,323,27
The Left,2013,0.4,Left-wing,510,27
The Left,2009,0.5833333333333334,Left-wing,588,27
Free Democratic Party,2017,0.3236994219653179,Right-wing,173,27
Social Democratic Party of Germany,2005,0.1682692307692307,Left-wing,208,27
Alliance‘90-Greens,2005,0.312200956937799,Left-wing,836,27
Alliance‘90-Greens,2017,0.1756756756756756,Left-wing,370,27
Alternative for Germany,2013,0.5835777126099707,Right-wing,341,27
Alternative for Germany,2017,0.2975206611570248,Right-wing,121,27
Free Democratic Party,2005,0.2853260869565217,Right-wing,368,27
Christian Democratic Union-Christian Social Union,2017,0.3569131832797427,Right-wing,311,27
Christian Democratic Union-Christian Social Union,2002,0.2074829931972789,Right-wing,294,27
Christian Democratic Union-Christian Social Union,2009,0.125,Right-wing,200,27
Alliance‘90-Greens,2002,0.5465994962216625,Left-wing,397,27
Christian Democratic Union-Christian Social Union,2013,0.2185792349726776,Right-wing,366,27
Christian Democratic Union-Christian Social Union,2005,0.1830357142857142,Right-wing,224,27
The Left,2017,0.3755458515283842,Left-wing,229,27
Social Democratic Party of Germany,2002,0.2406417112299465,Left-wing,374,27
Party of Democratic Socialism,2002,0.3135215453194651,Left-wing,673,27
Free Democratic Party,2002,0.2590361445783132,Right-wing,166,27
Alliance‘90-Greens,2009,0.2119815668202765,Left-wing,217,27
Free Democratic Party,2009,0.1848739495798319,Right-wing,119,27
Social Democratic Party of Germany,2009,0.2549889135254989,Left-wing,451,27
Social Democratic Party of Germany,2013,0.2351421188630491,Left-wing,387,27
Free Democratic Party,2013,0.375,Right-wing,104,27
Pirates,2013,0.28125,Other,32,27
Christian Democratic Union-Christian Social Union,2002,0.2772808586762075,Right-wing,559,28
Alliance‘90-Greens,2002,0.40625,Left-wing,128,28
Christian Democratic Union-Christian Social Union,2009,0.3865336658354115,Right-wing,401,28
The Left,2009,0.2947368421052631,Left-wing,285,28
Social Democratic Party of Germany,2009,0.3388429752066115,Left-wing,121,28
Alliance‘90-Greens,2017,0.2357059509918319,Left-wing,857,28
Alternative for Germany,2013,0.5263157894736842,Right-wing,361,28
Free Democratic Party,2013,0.3014553014553014,Right-wing,481,28
Free Democratic Party,2002,0.2433862433862433,Right-wing,378,28
The Left,2017,0.3298429319371728,Left-wing,191,28
Alliance‘90-Greens,2009,0.2454308093994778,Left-wing,383,28
Free Democratic Party,2009,0.2227342549923195,Right-wing,651,28
Party of Democratic Socialism,2002,0.2248394004282655,Left-wing,467,28
Free Democratic Party,2005,0.2195121951219512,Right-wing,615,28
Alliance‘90-Greens,2005,0.2828282828282828,Left-wing,198,28
Party of Democratic Socialism,2005,0.2142857142857142,Left-wing,280,28
The Left,2013,0.3663366336633663,Left-wing,303,28
Social Democratic Party of Germany,2013,0.277511961722488,Left-wing,209,28
Alternative for Germany,2017,0.4305177111716621,Right-wing,367,28
Free Democratic Party,2017,0.4120171673819742,Right-wing,233,28
Christian Democratic Union-Christian Social Union,2013,0.3568075117370892,Right-wing,213,28
Christian Democratic Union-Christian Social Union,2017,0.3039772727272727,Right-wing,352,28
Social Democratic Party of Germany,2017,0.2689655172413793,Left-wing,145,28
Social Democratic Party of Germany,2005,0.3125,Left-wing,272,28
Social Democratic Party of Germany,2002,0.3010752688172043,Left-wing,93,28
Christian Democratic Union-Christian Social Union,2005,0.3312883435582822,Right-wing,163,28
Alliance‘90-Greens,2013,0.2857142857142857,Left-wing,7,28
Pirates,2013,0.3936451897616946,Other,1133,28
Alliance‘90-Greens,2017,0.2373271889400921,Left-wing,868,29
Alternative for Germany,2013,0.3008130081300813,Right-wing,369,29
Party of Democratic Socialism,2005,0.2271062271062271,Left-wing,546,29
Social Democratic Party of Germany,2002,0.309192200557103,Left-wing,359,29
Alliance‘90-Greens,2002,0.2752808988764045,Left-wing,178,29
The Left,2009,0.6448598130841121,Left-wing,642,29
Alternative for Germany,2017,0.6178660049627791,Right-wing,403,29
The Left,2017,0.3309352517985611,Left-wing,278,29
Christian Democratic Union-Christian Social Union,2013,0.3001579778830964,Right-wing,633,29
Social Democratic Party of Germany,2009,0.1946902654867256,Left-wing,226,29
Alliance‘90-Greens,2013,0.1588785046728972,Left-wing,214,29
Social Democratic Party of Germany,2005,0.2541806020066889,Left-wing,299,29
