party,year,score,orientation,counts,random_state
Democrats‘66,2006.0,0.3401826484018265,Other,876,17
List Pim Fortuyn,2003.0,0.5506329113924051,Right-wing,474,17
Democrats‘66,2003.0,0.5472061657032755,Other,519,17
Labour Party,2012.0,0.3448873483535528,Left-wing,577,17
Christian Democratic Appeal,2002.0,0.36,Right-wing,575,17
Labour Party,2017.0,0.3855932203389831,Left-wing,472,17
Christian Union,2006.0,0.4695121951219512,Other,164,17
Socialist Party,2003.0,0.2375,Left-wing,80,17
Labour Party,2002.0,0.4444444444444444,Left-wing,486,17
Christian Democratic Appeal,2012.0,0.3982035928143712,Right-wing,668,17
Party of Freedom,2010.0,0.6232980332829047,Right-wing,661,17
Labour Party,2003.0,0.523972602739726,Left-wing,584,17
People’s Party for Freedom and Democracy,2002.0,0.3508379888268156,Right-wing,895,17
Christian Union,2012.0,0.1869918699186991,Other,123,17
Democrats‘66,2017.0,0.4620689655172413,Other,290,17
Socialist Party,2006.0,0.5015873015873016,Left-wing,315,17
Party of Freedom,2012.0,0.078125,Right-wing,64,17
Labour Party,2006.0,0.404,Left-wing,250,17
Socialist Party,2017.0,0.6962457337883959,Left-wing,293,17
Christian Union,2017.0,0.5804597701149425,Other,174,17
Forum for Democracy,2017.0,0.328125,Right-wing,128,17
People’s Party for Freedom and Democracy,2003.0,0.4424778761061947,Right-wing,113,17
Christian Democratic Appeal,2017.0,0.465648854961832,Right-wing,131,17
Party of Freedom,2017.0,0.4022988505747126,Right-wing,87,17
Democrats‘66,2010.0,0.2,Other,25,17
Party of Freedom,2006.0,0.7073170731707317,Right-wing,41,17
Socialist Party,2012.0,0.4615384615384615,Left-wing,26,17
People’s Party for Freedom and Democracy,2010.0,0.2105263157894736,Right-wing,19,17
Reformed Political Party,2002.0,0.6112115732368897,Right-wing,553,17
DENK,2017.0,0.4887029288702929,Left-wing,1195,17
50Plus,2012.0,0.5970873786407767,Other,206,17
Reformed Political Party,2006.0,0.5414141414141415,Right-wing,990,17
Green Left,2003.0,0.5365239294710328,Left-wing,1191,17
Green Left,2010.0,0.4014598540145985,Left-wing,137,17
Green Left,2017.0,0.472571050892267,Left-wing,1513,17
Reformed Political Party,2017.0,0.5137969094922737,Right-wing,1812,17
Reformed Political Party,2010.0,0.5602175602175602,Right-wing,2574,17
Reformed Political Party,2012.0,0.5402214022140222,Right-wing,1355,17
Party for the Animals,2012.0,0.5160349854227405,Left-wing,2058,17
Green Left,2002.0,0.5044929396662388,Left-wing,1558,17
50Plus,2017.0,0.537121906507791,Other,1091,17
Party for the Animals,2010.0,0.5942477876106195,Left-wing,2260,17
Green Left,2006.0,0.44232602478551,Left-wing,1049,17
Green Left,2012.0,0.4859016393442623,Left-wing,1525,17
Party for the Animals,2006.0,0.5301837270341208,Left-wing,1143,17
Party for the Animals,2017.0,0.5949367088607594,Left-wing,869,17
Labour Party,2017.0,0.43734335839599,Left-wing,798,18
People’s Party for Freedom and Democracy,2010.0,0.3271954674220963,Right-wing,706,18
Labour Party,2002.0,0.0136986301369863,Left-wing,73,18
Socialist Party,2006.0,0.47625,Left-wing,800,18
Socialist Party,2017.0,0.6319702602230484,Left-wing,538,18
People’s Party for Freedom and Democracy,2012.0,0.3139931740614334,Right-wing,586,18
Labour Party,2012.0,0.5252525252525253,Left-wing,792,18
Christian Union,2012.0,0.4306569343065693,Other,685,18
Christian Democratic Appeal,2002.0,0.5633802816901409,Right-wing,142,18
Christian Union,2002.0,0.3677342823250296,Other,843,18
Democrats‘66,2010.0,0.2491694352159468,Other,301,18
Christian Democratic Appeal,2010.0,0.3301358912869704,Right-wing,1251,18
Socialist Party,2010.0,0.6279411764705882,Left-wing,680,18
Forum for Democracy,2017.0,0.7148148148148148,Right-wing,270,18
Christian Union,2017.0,0.0891089108910891,Other,101,18
Christian Democratic Appeal,2006.0,0.3817762399077278,Right-wing,867,18
Socialist Party,2012.0,0.4705882352941176,Left-wing,17,18
Christian Union,2010.0,0.3546099290780142,Other,564,18
People’s Party for Freedom and Democracy,2017.0,0.4878048780487805,Right-wing,820,18
Labour Party,2003.0,0.3284823284823285,Left-wing,481,18
Socialist Party,2002.0,0.4541666666666666,Left-wing,480,18
Democrats‘66,2012.0,0.3116591928251121,Other,446,18
Christian Democratic Appeal,2017.0,0.3512747875354107,Right-wing,353,18
Democrats‘66,2003.0,0.313373253493014,Other,501,18
Democrats‘66,2017.0,0.6796116504854369,Other,206,18
People’s Party for Freedom and Democracy,2006.0,0.2595419847328244,Right-wing,131,18
Democrats‘66,2006.0,0.4930139720558882,Other,501,18
Labour Party,2010.0,0.5476190476190477,Left-wing,462,18
People’s Party for Freedom and Democracy,2003.0,0.6166666666666667,Right-wing,300,18
Party of Freedom,2012.0,0.5283687943262412,Right-wing,282,18
Labour Party,2006.0,0.5241379310344828,Left-wing,145,18
Christian Democratic Appeal,2012.0,0.5062893081761006,Right-wing,636,18
People’s Party for Freedom and Democracy,2002.0,0.1034482758620689,Right-wing,87,18
Christian Union,2006.0,0.136986301369863,Other,73,18
List Pim Fortuyn,2003.0,0.5325443786982249,Right-wing,169,18
Party of Freedom,2006.0,0.2463768115942029,Right-wing,138,18
Party of Freedom,2010.0,0.6666666666666666,Right-wing,9,18
Party of Freedom,2017.0,0.4,Right-wing,35,18
Socialist Party,2003.0,0.6857142857142857,Left-wing,35,18
Democrats‘66,2002.0,0.0416666666666666,Other,24,18
DENK,2017.0,0.6564195298372514,Left-wing,553,18
Party for the Animals,2012.0,0.5313807531380753,Left-wing,1195,18
Party for the Animals,2006.0,0.6262135922330098,Left-wing,206,18
50Plus,2017.0,0.4898989898989899,Other,990,18
Green Left,2012.0,0.5457598656591099,Left-wing,1191,18
Party for the Animals,2010.0,0.364963503649635,Left-wing,137,18
Reformed Political Party,2012.0,0.5003304692663583,Right-wing,1513,18
Green Left,2006.0,0.4939293598233996,Left-wing,1812,18
Party for the Animals,2017.0,0.5038850038850039,Left-wing,2574,18
Reformed Political Party,2006.0,0.5409594095940959,Right-wing,1355,18
Green Left,2010.0,0.4936831875607386,Left-wing,2058,18
Reformed Political Party,2017.0,0.5539152759948652,Right-wing,1558,18
Reformed Political Party,2002.0,0.458295142071494,Right-wing,1091,18
50Plus,2012.0,0.504424778761062,Other,2260,18
Green Left,2017.0,0.3879885605338417,Left-wing,1049,18
Green Left,2002.0,0.5324590163934426,Left-wing,1525,18
Green Left,2003.0,0.5783027121609798,Left-wing,1143,18
Reformed Political Party,2010.0,0.5040276179516686,Right-wing,869,18
Labour Party,2017.0,0.1728395061728395,Left-wing,324,19
List Pim Fortuyn,2003.0,0.5821138211382114,Right-wing,1230,19
Christian Union,2010.0,0.3556231003039514,Other,329,19
Democrats‘66,2002.0,0.4746268656716418,Other,670,19
Socialist Party,2002.0,0.4812030075187969,Left-wing,133,19
Party of Freedom,2017.0,0.5449330783938815,Right-wing,523,19
Democrats‘66,2010.0,0.341991341991342,Other,693,19
People’s Party for Freedom and Democracy,2010.0,0.5357798165137615,Right-wing,545,19
Christian Democratic Appeal,2002.0,0.4029511918274688,Right-wing,881,19
Christian Union,2002.0,0.0689655172413793,Other,116,19
People’s Party for Freedom and Democracy,2017.0,0.5978947368421053,Right-wing,475,19
Democrats‘66,2017.0,0.382716049382716,Other,648,19
People’s Party for Freedom and Democracy,2002.0,0.3950617283950617,Right-wing,486,19
People’s Party for Freedom and Democracy,2006.0,0.3856783919597989,Right-wing,796,19
Christian Democratic Appeal,2006.0,0.4545454545454545,Right-wing,847,19
People’s Party for Freedom and Democracy,2003.0,0.4575645756457565,Right-wing,271,19
Christian Democratic Appeal,2017.0,0.3268921095008051,Right-wing,621,19
Labour Party,2003.0,0.4539877300613497,Left-wing,815,19
Party of Freedom,2012.0,0.5811764705882353,Right-wing,850,19
Christian Union,2006.0,0.2992957746478873,Other,568,19
Democrats‘66,2012.0,0.4123931623931623,Other,468,19
Socialist Party,2012.0,0.7894736842105263,Left-wing,304,19
Labour Party,2002.0,0.4896551724137931,Left-wing,290,19
Labour Party,2006.0,0.0470588235294117,Left-wing,85,19
Christian Democratic Appeal,2012.0,0.4026258205689278,Right-wing,457,19
Labour Party,2012.0,0.0419580419580419,Left-wing,143,19
Socialist Party,2010.0,0.4970178926441352,Left-wing,503,19
Socialist Party,2003.0,0.4981412639405204,Left-wing,538,19
Christian Democratic Appeal,2010.0,0.4230287859824781,Right-wing,799,19
Democrats‘66,2003.0,0.6310160427807486,Other,187,19
Christian Union,2012.0,0.0403225806451612,Other,124,19
Christian Union,2017.0,0.5352941176470588,Other,170,19
Forum for Democracy,2017.0,0.6081081081081081,Right-wing,148,19
People’s Party for Freedom and Democracy,2012.0,0.0759493670886076,Right-wing,79,19
Party of Freedom,2010.0,0.1176470588235294,Right-wing,34,19
Democrats‘66,2006.0,0.0348837209302325,Other,86,19
Socialist Party,2006.0,0.3043478260869565,Left-wing,23,19
Socialist Party,2017.0,0.6153846153846154,Left-wing,39,19
Party of Freedom,2006.0,0.7142857142857143,Right-wing,7,19
Labour Party,2010.0,0.4347826086956521,Left-wing,23,19
Reformed Political Party,2002.0,0.620253164556962,Right-wing,553,19
Party for the Animals,2010.0,0.5497907949790795,Left-wing,1195,19
Party for the Animals,2006.0,0.5388349514563107,Left-wing,206,19
50Plus,2017.0,0.6060606060606061,Other,990,19
Reformed Political Party,2012.0,0.4315701091519731,Right-wing,1191,19
Reformed Political Party,2006.0,0.2481751824817518,Right-wing,137,19
Green Left,2017.0,0.4600132187706543,Left-wing,1513,19
Green Left,2003.0,0.4508830022075055,Left-wing,1812,19
Green Left,2010.0,0.5306915306915307,Left-wing,2574,19
Green Left,2012.0,0.4132841328413284,Left-wing,1355,19
Party for the Animals,2017.0,0.4446064139941691,Left-wing,2058,19
Green Left,2006.0,0.5038510911424904,Left-wing,1558,19
Reformed Political Party,2010.0,0.4097158570119156,Right-wing,1091,19
Party for the Animals,2012.0,0.4345132743362832,Left-wing,2260,19
DENK,2017.0,0.1801715919923737,Left-wing,1049,19
Reformed Political Party,2017.0,0.481311475409836,Right-wing,1525,19
50Plus,2012.0,0.4829396325459317,Other,1143,19
Green Left,2002.0,0.3095512082853855,Left-wing,869,19
Christian Democratic Appeal,2012.0,0.4734299516908212,Right-wing,828,0
Christian Union,2010.0,0.4439834024896265,Other,482,0
Christian Democratic Appeal,2010.0,0.5942857142857143,Right-wing,700,0
Christian Union,2002.0,0.5031210986267166,Other,801,0
Labour Party,2010.0,0.5145161290322581,Left-wing,620,0
Party of Freedom,2010.0,0.6654411764705882,Right-wing,544,0
Labour Party,2002.0,0.4898989898989899,Left-wing,792,0
Christian Democratic Appeal,2002.0,0.6935483870967742,Right-wing,186,0
Party of Freedom,2012.0,0.8333333333333334,Right-wing,192,0
List Pim Fortuyn,2003.0,0.7162629757785467,Right-wing,289,0
Democrats‘66,2002.0,0.4318507890961262,Other,697,0
Party of Freedom,2006.0,0.740418118466899,Right-wing,574,0
Democrats‘66,2003.0,0.7398720682302772,Other,469,0
Christian Democratic Appeal,2006.0,0.6411889596602972,Right-wing,471,0
People’s Party for Freedom and Democracy,2012.0,0.8360655737704918,Right-wing,61,0
People’s Party for Freedom and Democracy,2006.0,0.6246006389776357,Right-wing,1252,0
Socialist Party,2003.0,0.7497142857142857,Left-wing,875,0
Labour Party,2017.0,0.6857142857142857,Left-wing,140,0
Socialist Party,2006.0,0.6014760147601476,Left-wing,542,0
Socialist Party,2002.0,0.5897727272727272,Left-wing,880,0
Christian Union,2006.0,0.5587188612099644,Other,281,0
Democrats‘66,2017.0,0.775,Other,40,0
Labour Party,2012.0,0.3789808917197452,Left-wing,314,0
People’s Party for Freedom and Democracy,2017.0,0.5606936416184971,Right-wing,346,0
Democrats‘66,2010.0,0.5738705738705738,Other,819,0
Christian Democratic Appeal,2017.0,0.5915279878971256,Right-wing,661,0
Socialist Party,2010.0,0.5823529411764706,Left-wing,510,0
People’s Party for Freedom and Democracy,2003.0,0.2196969696969697,Right-wing,132,0
Democrats‘66,2012.0,0.6802721088435374,Other,441,0
Socialist Party,2012.0,0.8506944444444444,Left-wing,288,0
Socialist Party,2017.0,0.7392156862745098,Left-wing,510,0
Christian Union,2012.0,0.6131386861313869,Other,137,0
Party of Freedom,2017.0,0.5225225225225225,Right-wing,111,0
Forum for Democracy,2017.0,0.5929203539823009,Right-wing,113,0
People’s Party for Freedom and Democracy,2010.0,0.4,Right-wing,20,0
Christian Union,2017.0,0.5466666666666666,Other,75,0
People’s Party for Freedom and Democracy,2002.0,1.0,Right-wing,7,0
Labour Party,2006.0,0.3375,Left-wing,80,0
Democrats‘66,2006.0,0.55,Other,20,0
Labour Party,2003.0,0.6071428571428571,Left-wing,28,0
Green Left,2017.0,0.6817359855334539,Left-wing,553,0
Green Left,2012.0,0.5715481171548117,Left-wing,1195,0
Reformed Political Party,2017.0,0.7184466019417476,Right-wing,206,0
Reformed Political Party,2010.0,0.6232323232323232,Right-wing,990,0
Green Left,2002.0,0.6750629722921915,Left-wing,1191,0
Party for the Animals,2012.0,0.5620437956204379,Left-wing,137,0
50Plus,2012.0,0.6219431592861864,Other,1513,0
Green Left,2006.0,0.6241721854304636,Left-wing,1812,0
Party for the Animals,2006.0,0.653069153069153,Left-wing,2574,0
Party for the Animals,2010.0,0.7025830258302583,Left-wing,1355,0
Reformed Political Party,2012.0,0.6103012633624878,Right-wing,2058,0
Reformed Political Party,2002.0,0.6193838254172015,Right-wing,1558,0
Green Left,2010.0,0.5912007332722273,Left-wing,1091,0
DENK,2017.0,0.5907079646017699,Left-wing,2260,0
50Plus,2017.0,0.428979980934223,Other,1049,0
Green Left,2003.0,0.639344262295082,Left-wing,1525,0
Party for the Animals,2017.0,0.6045494313210849,Left-wing,1143,0
Reformed Political Party,2006.0,0.7226697353279632,Right-wing,869,0
Socialist Party,2017.0,0.227891156462585,Left-wing,588,1
Christian Union,2012.0,0.2,Other,280,1
Labour Party,2012.0,0.2490470139771283,Left-wing,787,1
People’s Party for Freedom and Democracy,2003.0,0.198019801980198,Right-wing,808,1
Christian Union,2017.0,0.2170454545454545,Other,880,1
Socialist Party,2006.0,0.4412191582002903,Left-wing,689,1
Christian Democratic Appeal,2012.0,0.2404549147034931,Right-wing,1231,1
People’s Party for Freedom and Democracy,2002.0,0.4081632653061224,Right-wing,294,1
Christian Democratic Appeal,2002.0,0.3578792341678939,Right-wing,679,1
Party of Freedom,2012.0,0.412037037037037,Right-wing,864,1
Christian Union,2006.0,0.1981308411214953,Other,535,1
Party of Freedom,2017.0,0.3044280442804428,Right-wing,542,1
Socialist Party,2010.0,0.4704890387858347,Left-wing,593,1
Democrats‘66,2002.0,0.2011494252873563,Other,870,1
Labour Party,2010.0,0.8518518518518519,Left-wing,108,1
Democrats‘66,2010.0,0.226865671641791,Other,670,1
Labour Party,2006.0,0.2173076923076923,Left-wing,520,1
People’s Party for Freedom and Democracy,2017.0,0.2194244604316546,Right-wing,278,1
Party of Freedom,2006.0,0.4892086330935252,Right-wing,139,1
List Pim Fortuyn,2003.0,0.3089700996677741,Right-wing,602,1
Labour Party,2003.0,0.2067510548523206,Left-wing,474,1
People’s Party for Freedom and Democracy,2006.0,0.2574257425742574,Right-wing,808,1
Christian Union,2002.0,0.3432835820895522,Other,67,1
Democrats‘66,2006.0,0.1854304635761589,Other,151,1
Democrats‘66,2012.0,0.4848484848484848,Other,99,1
Christian Democratic Appeal,2010.0,0.1859649122807017,Right-wing,285,1
Party of Freedom,2010.0,0.5,Right-wing,28,1
Socialist Party,2012.0,0.7540983606557377,Left-wing,61,1
Christian Union,2010.0,0.1569506726457399,Other,446,1
Forum for Democracy,2017.0,0.26,Right-wing,200,1
People’s Party for Freedom and Democracy,2012.0,0.3758700696055684,Right-wing,431,1
Democrats‘66,2003.0,0.2754880694143167,Other,461,1
Christian Democratic Appeal,2017.0,0.2,Right-wing,5,1
Socialist Party,2002.0,0.4164305949008499,Left-wing,353,1
Labour Party,2017.0,0.3288590604026846,Left-wing,149,1
Labour Party,2002.0,0.4113475177304964,Left-wing,141,1
People’s Party for Freedom and Democracy,2010.0,0.5555555555555556,Right-wing,18,1
Christian Democratic Appeal,2006.0,0.6071428571428571,Right-wing,28,1
Socialist Party,2003.0,0.7258064516129032,Left-wing,124,1
Democrats‘66,2017.0,0.1428571428571428,Other,42,1
Green Left,2012.0,0.1681735985533453,Left-wing,553,1
DENK,2017.0,0.1815899581589958,Left-wing,1195,1
Reformed Political Party,2002.0,0.2233009708737864,Right-wing,206,1
50Plus,2012.0,0.2202020202020202,Other,990,1
Green Left,2002.0,0.1754827875734676,Left-wing,1191,1
Reformed Political Party,2012.0,0.4087591240875912,Right-wing,137,1
Party for the Animals,2017.0,0.1956378056840713,Left-wing,1513,1
Party for the Animals,2012.0,0.2941501103752759,Left-wing,1812,1
Green Left,2017.0,0.2575757575757575,Left-wing,2574,1
Reformed Political Party,2010.0,0.2494464944649446,Right-wing,1355,1
50Plus,2017.0,0.2964042759961127,Other,2058,1
Party for the Animals,2006.0,0.1938382541720154,Left-wing,1558,1
Green Left,2006.0,0.3098075160403299,Left-wing,1091,1
Party for the Animals,2010.0,0.3407079646017699,Left-wing,2260,1
Reformed Political Party,2017.0,0.319351763584366,Right-wing,1049,1
Reformed Political Party,2006.0,0.1836065573770491,Right-wing,1525,1
Green Left,2010.0,0.2230971128608924,Left-wing,1143,1
Green Left,2003.0,0.3970080552359033,Left-wing,869,1
People’s Party for Freedom and Democracy,2012.0,0.279826464208243,Right-wing,461,2
Socialist Party,2002.0,0.4425087108013937,Left-wing,574,2
Democrats‘66,2017.0,0.3367556468172484,Other,487,2
Socialist Party,2003.0,0.3452088452088452,Left-wing,814,2
Socialist Party,2006.0,0.4206642066420664,Left-wing,813,2
People’s Party for Freedom and Democracy,2010.0,0.2461355529131985,Right-wing,841,2
Labour Party,2017.0,0.3144876325088339,Left-wing,283,2
Party of Freedom,2017.0,0.2954545454545454,Right-wing,704,2
Labour Party,2012.0,0.3716814159292035,Left-wing,339,2
Christian Union,2017.0,0.3804537521815008,Other,573,2
Democrats‘66,2010.0,0.1463414634146341,Other,205,2
Christian Union,2006.0,0.1267605633802817,Other,284,2
Forum for Democracy,2017.0,0.3765381460213289,Right-wing,1219,2
People’s Party for Freedom and Democracy,2017.0,0.1854545454545454,Right-wing,275,2
Labour Party,2010.0,0.2916666666666667,Left-wing,864,2
Socialist Party,2010.0,0.4396551724137931,Left-wing,812,2
Christian Democratic Appeal,2017.0,0.3241252302025783,Right-wing,543,2
Party of Freedom,2012.0,0.7466666666666667,Right-wing,75,2
Socialist Party,2012.0,0.2569832402234637,Left-wing,179,2
Democrats‘66,2006.0,0.305750350631136,Other,713,2
Labour Party,2003.0,0.1982942430703624,Left-wing,469,2
Christian Union,2010.0,0.6666666666666666,Other,159,2
Christian Democratic Appeal,2010.0,0.369969040247678,Right-wing,646,2
Labour Party,2002.0,0.2383612662942272,Left-wing,537,2
Socialist Party,2017.0,0.6548387096774193,Left-wing,310,2
Christian Union,2012.0,0.2240437158469945,Other,549,2
Christian Democratic Appeal,2006.0,0.32,Right-wing,475,2
Labour Party,2006.0,0.2851239669421487,Left-wing,484,2
People’s Party for Freedom and Democracy,2002.0,0.7478991596638656,Right-wing,119,2
People’s Party for Freedom and Democracy,2003.0,0.3637484586929716,Right-wing,811,2
Party of Freedom,2010.0,0.9105691056910568,Right-wing,123,2
Christian Democratic Appeal,2002.0,0.3333333333333333,Right-wing,132,2
Democrats‘66,2002.0,0.6987951807228916,Other,83,2
List Pim Fortuyn,2003.0,0.9402985074626866,Right-wing,67,2
Christian Democratic Appeal,2012.0,0.196629213483146,Right-wing,178,2
Democrats‘66,2012.0,0.1702127659574468,Other,47,2
People’s Party for Freedom and Democracy,2006.0,0.5833333333333334,Right-wing,24,2
Christian Union,2002.0,0.4285714285714285,Other,7,2
Party of Freedom,2006.0,0.4444444444444444,Right-wing,27,2
Democrats‘66,2003.0,0.391304347826087,Other,23,2
Party for the Animals,2010.0,0.1916817359855334,Left-wing,553,2
Party for the Animals,2012.0,0.3221757322175732,Left-wing,1195,2
Green Left,2006.0,0.2427184466019417,Left-wing,206,2
50Plus,2017.0,0.3929292929292929,Other,990,2
Reformed Political Party,2010.0,0.2460117548278757,Right-wing,1191,2
Green Left,2003.0,0.656934306569343,Left-wing,137,2
DENK,2017.0,0.3337739590218109,Left-wing,1513,2
Green Left,2017.0,0.3278145695364238,Left-wing,1812,2
Reformed Political Party,2006.0,0.3278943278943279,Right-wing,2574,2
Reformed Political Party,2012.0,0.3269372693726937,Right-wing,1355,2
Green Left,2002.0,0.3275024295432459,Left-wing,2058,2
50Plus,2012.0,0.2862644415917843,Other,1558,2
Green Left,2010.0,0.3299725022914757,Left-wing,1091,2
Green Left,2012.0,0.3915929203539823,Left-wing,2260,2
Party for the Animals,2006.0,0.5386081982840801,Left-wing,1049,2
Reformed Political Party,2002.0,0.2918032786885245,Right-wing,1525,2
Party for the Animals,2017.0,0.2712160979877515,Left-wing,1143,2
Reformed Political Party,2017.0,0.5005753739930955,Right-wing,869,2
Democrats‘66,2010.0,0.4733606557377049,Other,488,3
Democrats‘66,2002.0,0.4739130434782608,Other,690,3
Socialist Party,2017.0,0.6710334788937409,Left-wing,687,3
Christian Union,2002.0,0.4189189189189189,Other,444,3
Christian Democratic Appeal,2012.0,0.4169976171564734,Right-wing,1259,3
Christian Union,2012.0,0.5513698630136986,Other,292,3
People’s Party for Freedom and Democracy,2012.0,0.4068825910931174,Right-wing,494,3
Socialist Party,2012.0,0.7315436241610739,Left-wing,447,3
Democrats‘66,2006.0,0.5180722891566265,Other,166,3
Democrats‘66,2017.0,0.657465495608532,Other,797,3
Democrats‘66,2012.0,0.5734767025089605,Other,837,3
Socialist Party,2003.0,0.5973154362416108,Left-wing,149,3
Labour Party,2012.0,0.3855633802816901,Left-wing,568,3
Democrats‘66,2003.0,0.673469387755102,Other,784,3
Party of Freedom,2006.0,0.7016129032258065,Right-wing,868,3
Christian Union,2010.0,0.4262485481997677,Other,861,3
Labour Party,2006.0,0.4355400696864111,Left-wing,861,3
Christian Democratic Appeal,2017.0,0.5546875,Right-wing,512,3
Christian Democratic Appeal,2006.0,0.6215753424657534,Right-wing,584,3
Party of Freedom,2010.0,0.550321199143469,Right-wing,467,3
People’s Party for Freedom and Democracy,2002.0,0.6105769230769231,Right-wing,208,3
People’s Party for Freedom and Democracy,2006.0,0.6297709923664122,Right-wing,262,3
Christian Democratic Appeal,2002.0,0.5698005698005698,Right-wing,351,3
Christian Union,2017.0,0.2638888888888889,Other,72,3
Forum for Democracy,2017.0,0.7323481116584565,Right-wing,609,3
Socialist Party,2010.0,0.715670436187399,Left-wing,619,3
Labour Party,2002.0,0.6376811594202898,Left-wing,276,3
Christian Union,2006.0,0.054054054054054,Other,74,3
List Pim Fortuyn,2003.0,0.6712598425196851,Right-wing,508,3
Party of Freedom,2017.0,0.7413249211356467,Right-wing,317,3
Socialist Party,2002.0,0.6626506024096386,Left-wing,166,3
People’s Party for Freedom and Democracy,2017.0,0.5182481751824818,Right-wing,137,3
Party of Freedom,2012.0,0.8372093023255814,Right-wing,43,3
Labour Party,2017.0,0.217391304347826,Left-wing,23,3
Christian Democratic Appeal,2010.0,0.3669724770642202,Right-wing,109,3
Socialist Party,2006.0,0.4133333333333333,Left-wing,75,3
People’s Party for Freedom and Democracy,2003.0,0.3048780487804878,Right-wing,164,3
People’s Party for Freedom and Democracy,2010.0,0.8571428571428571,Right-wing,7,3
Labour Party,2010.0,0.0526315789473684,Left-wing,19,3
Labour Party,2003.0,0.3529411764705882,Left-wing,34,3
Green Left,2010.0,0.7522603978300181,Left-wing,553,3
50Plus,2012.0,0.6870292887029289,Other,1195,3
Green Left,2017.0,0.7572815533980582,Left-wing,206,3
Green Left,2002.0,0.4595959595959596,Left-wing,990,3
Party for the Animals,2012.0,0.6633081444164568,Left-wing,1191,3
Reformed Political Party,2002.0,0.4452554744525547,Right-wing,137,3
Green Left,2012.0,0.6497025776602776,Left-wing,1513,3
Reformed Political Party,2012.0,0.695364238410596,Right-wing,1812,3
Reformed Political Party,2006.0,0.6806526806526807,Right-wing,2574,3
Party for the Animals,2010.0,0.6391143911439114,Left-wing,1355,3
Party for the Animals,2006.0,0.6948493683187561,Left-wing,2058,3
Green Left,2006.0,0.6797175866495507,Left-wing,1558,3
Green Left,2003.0,0.6370302474793768,Left-wing,1091,3
50Plus,2017.0,0.6446902654867257,Other,2260,3
Party for the Animals,2017.0,0.5166825548141086,Left-wing,1049,3
Reformed Political Party,2017.0,0.6675409836065573,Right-wing,1525,3
DENK,2017.0,0.6640419947506562,Left-wing,1143,3
Reformed Political Party,2010.0,0.667433831990794,Right-wing,869,3
People’s Party for Freedom and Democracy,2010.0,0.2347188264058679,Right-wing,818,4
People’s Party for Freedom and Democracy,2012.0,0.2848180677540778,Right-wing,797,4
Labour Party,2010.0,0.2218978102189781,Left-wing,685,4
Party of Freedom,2017.0,0.45,Right-wing,80,4
Labour Party,2017.0,0.2169811320754717,Left-wing,530,4
Socialist Party,2006.0,0.4811643835616438,Left-wing,584,4
Christian Union,2006.0,0.304,Other,375,4
Labour Party,2003.0,0.1666666666666666,Left-wing,1254,4
Party of Freedom,2006.0,0.599250936329588,Right-wing,267,4
Christian Union,2010.0,0.2285714285714285,Other,175,4
People’s Party for Freedom and Democracy,2006.0,0.1387024608501118,Right-wing,447,4
List Pim Fortuyn,2003.0,0.2002176278563656,Right-wing,919,4
Party of Freedom,2012.0,0.2424969987995198,Right-wing,833,4
Socialist Party,2003.0,0.3100120627261761,Left-wing,829,4
Christian Democratic Appeal,2006.0,0.1389830508474576,Right-wing,295,4
People’s Party for Freedom and Democracy,2017.0,0.1550522648083623,Right-wing,574,4
Socialist Party,2010.0,0.31625,Left-wing,800,4
Democrats‘66,2017.0,0.2081447963800905,Other,442,4
Christian Democratic Appeal,2012.0,0.1854684512428298,Right-wing,523,4
People’s Party for Freedom and Democracy,2002.0,0.25,Right-wing,148,4
Christian Democratic Appeal,2002.0,0.5714285714285714,Right-wing,119,4
Democrats‘66,2012.0,0.2671755725190839,Other,131,4
Socialist Party,2012.0,0.4050445103857567,Left-wing,674,4
Democrats‘66,2006.0,0.1860465116279069,Other,43,4
Party of Freedom,2010.0,0.2901960784313726,Right-wing,510,4
Democrats‘66,2002.0,0.251840942562592,Other,679,4
Christian Democratic Appeal,2017.0,0.2232346241457858,Right-wing,439,4
Labour Party,2012.0,0.158590308370044,Left-wing,227,4
Democrats‘66,2003.0,0.1971830985915492,Other,284,4
Socialist Party,2017.0,0.2986111111111111,Left-wing,432,4
Christian Democratic Appeal,2010.0,0.0949720670391061,Right-wing,179,4
Christian Union,2017.0,0.1062271062271062,Other,273,4
Labour Party,2006.0,0.3571428571428571,Left-wing,28,4
Democrats‘66,2010.0,0.1392405063291139,Other,79,4
Socialist Party,2002.0,0.3729372937293729,Left-wing,606,4
Forum for Democracy,2017.0,0.0,Right-wing,11,4
Christian Union,2002.0,0.5478260869565217,Other,115,4
People’s Party for Freedom and Democracy,2003.0,0.2413793103448276,Right-wing,29,4
Christian Union,2012.0,0.3411764705882353,Other,85,4
Labour Party,2002.0,0.0,Left-wing,10,4
Green Left,2012.0,0.1518987341772152,Left-wing,553,4
DENK,2017.0,0.1623430962343096,Left-wing,1195,4
Green Left,2006.0,0.1796116504854369,Left-wing,206,4
Green Left,2010.0,0.1616161616161616,Left-wing,990,4
Party for the Animals,2012.0,0.1738035264483627,Left-wing,1191,4
50Plus,2017.0,0.3284671532846715,Other,137,4
Party for the Animals,2017.0,0.170522141440846,Left-wing,1513,4
Reformed Political Party,2006.0,0.3156732891832229,Right-wing,1812,4
Reformed Political Party,2010.0,0.2622377622377622,Right-wing,2574,4
